id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,,,rand_num,omset_outlier,omset_trim,,aset_baru,aset_baru_2
288219373,UD. Lea Sasmita Syana,Perdagangan,61,52,6893409,7598610,Lazada,762,Belum Terdaftar,,19427083,339000000,762,,,0.404543226,7598610,7598610,,12092005,6893409.353
288219374,UD. Qais Resmi,Pendidikan,11,56,7619887,14066969,Tokopedia,645,Belum Terdaftar,2022,-1550384,201000000,645,,,0.29614877,14066969,14066969,,6241592,7619886.799
288219375,UD. Widya Baskara,Perdagangan,24,9,4966179,11309039,Lazada,144,Belum Terdaftar,2022,34311784,99000000,144,,,0.966527825,11309039,11309039,,4149240,4966179.236
288219376,UD. Icha Purnama,Jasa,42,72,8974025,6756367,Website Sendiri,18,Belum Terdaftar,2016,46822509,342000000,18,,,0.877141956,6756367,6756367,,19107262,5134838.92
288219377,UD. Ujang Anindita,Pendidikan,79,46,4558573,9357329,Lazada,761,Belum Terdaftar,2017,41907142,375000000,761,,,0.385046888,9357329,9357329,,12889523,4558573.125
288219378,UD. Prita Lingga,Perdagangan,10,87,1401143,3452604,Website Sendiri,456,Belum Terdaftar,2005,22375623,291000000,456,,,0.910708466,3452604,3452604,,3702280,1401143.387
288219379,UD. Ujang Resaputra,Perdagangan,90,4,5040397,7582460,Lazada,855,Belum Terdaftar,2007,40346841,282000000,855,,,0.27655875,7582460,7582460,,6005821,5040397.107
288219380,UD. Fatiah Trijaya,Jasa,40,68,4265937,13407962,Tokopedia,544,Belum Terdaftar,2005,20595638,324000000,544,,,0.080506642,13407962,13407962,,12327227,4265936.647
288219381,UD. Livia Saputranegara,Jasa,96,76,3259400,12317117,Tokopedia,385,Belum Terdaftar,2001,28093214,516000000,385,,,0.875417195,12317117,12317117,,5024798,3259400.288
288219382,UD. Dina Wisnu,Jasa,2,45,5593345,3753271,Lazada,530,Belum Terdaftar,2003,41652229,141000000,530,,,0.00668977,3753271,3753271,,1016514,1351177.56
288219383,UD. Lono Wiyata,Jasa,56,5,7084363,7228695,Lazada,605,Belum Terdaftar,2017,19004651,183000000,605,,,0.104490253,7228695,7228695,,13388566,7084363.002
288219384,UD. Halim Nirwasita,Jasa,61,91,3632544,5045200,Bukalapak,642,Belum Terdaftar,2023,31326847,456000000,642,,,0.896413322,5045200,5045200,,2531774,3632544
288219385,UD. Tariq Kusumasari Sinta,Pendidikan,85,60,1330991,3654556,Bukalapak,142,Belum Terdaftar,2007,14900340,435000000,142,,,0.213669773,3654556,3654556,,4062328,1330990.83
288219386,UD. Ony Asih,Jasa,42,4,3409519,5998880,Tokopedia,979,Belum Terdaftar,2004,13958158,138000000,979,,,0.997151492,5998880,5998880,,9217203,3409518.854
288219387,UD. Cici Karang,Perdagangan,30,1,1011262,3400161,Bukalapak,121,Belum Terdaftar,2014,15187546,93000000,121,,,0.06262109,3400161,3400161,,7886327,1011261.934
288219388,UD. Deni Wiyata,Perdagangan,37,48,10775267,13846215,Shopee,357,Belum Terdaftar,2019,26793474,255000000,357,,,0.240759548,13846215,13846215,,3928650,10775267.43
288219389,UD. Lutfi Agung,Pendidikan,94,27,2460370,4642208,Lazada,,Belum Terdaftar,2024,27270665,363000000,513,,,0.477183318,4642208,4642208,,8379245,2460370.24
288219390,UD. Jordi Karang,Pendidikan,24,60,6737994,13842991,Bukalapak,424,Belum Terdaftar,2002,4757964,252000000,424,,,0.539305031,13842991,13842991,,1289375,6737993.786
288219391,UD. Dani Trisaktiatma,Pendidikan,89,82,5957489,8383153,Shopee,530,Belum Terdaftar,2002,38709997,513000000,530,,,0.889020377,8383153,8383153,,3665314,5957488.638
288219392,UD. Fira Trisakti,Pendidikan,62,43,2383736,8651662,Shopee,18,Belum Terdaftar,2017,14777702,315000000,18,,,0.212671464,8651662,8651662,,6801171,2383735.727
288219393,UD. Wulan Ayodya,Jasa,77,3,4625483,13792981,Website Sendiri,594,Belum Terdaftar,2007,11758353,240000000,594,,,0.202744623,13792981,13792981,,18457230,4625483.327
288219394,UD. Cipta Utama,Perdagangan,88,56,3291207,4564987,Bukalapak,247,Belum Terdaftar,2012,21896522,432000000,247,,,0.561303659,4564987,4564987,,2762956,3291207.01
288219395,UD. Yaniar Prana Rian,Perdagangan,32,27,7460637,13941610,Lazada,758,Belum Terdaftar,2020,21456368,177000000,758,,,0.0912601,13941610,13941610,,19752237,7460636.822
288219396,UD. Laras Wening,Jasa,19,89,2601491,9886879,Lazada,327,Belum Terdaftar,2016,20406473,324000000,327,,,0.14467382,9886879,9886879,,8128710,2601491.448
288219397,UD. Cahya Kencana,Pendidikan,9,85,7726033,8232222,Shopee,521,Belum Terdaftar,2006,24054454,282000000,521,,,0.048758788,8232222,8232222,,2776752,7726032.875
288219398,UD. Wira Mandala Vidi,Pendidikan,27,51,4367476,10941222,Bukalapak,633,Belum Terdaftar,2012,38315624,234000000,633,,,0.814088467,10941222,10941222,,9678991,4367475.549
288219399,UD. Esa Suci,Pendidikan,17,21,2277891,4466452,Website Sendiri,161,Belum Terdaftar,2008,30298628,114000000,161,,,0.436038406,4466452,4466452,,3756573,2277890.52
288219400,UD. Khalid Elok,Jasa,23,49,8475231,8865674,Tokopedia,242,Belum Terdaftar,2006,2378786,216000000,242,,,0.96826606,8865674,8865674,,4992890,8475230.655
288219401,UD. Satria Bijaksana,Pendidikan,44,,1383228,4199594,Bukalapak,218,Belum Terdaftar,2017,35566531,375000000,218,,,0.140013807,4199594,4199594,,11545265,1383228.177
288219402,UD. Salsa Jatinagara,Pendidikan,80,9,7944608,8303511,Tokopedia,635,Belum Terdaftar,2006,38553114,267000000,635,,,0.815391219,8303511,8303511,,2279816,7944607.604
288219403,UD. Alvino Radhitya,Jasa,17,52,5019113,11935417,Lazada,454,Belum Terdaftar,2021,36389383,207000000,454,,,0.774727477,11935417,11935417,,1176402,5019112.572
288219404,UD. Ilmi Makmur,Jasa,50,35,5489744,14297871,Lazada,141,Belum Terdaftar,2020,43439169,255000000,141,,,0.926694176,14297871,14297871,,6075550,5489744.176
288219405,UD. Khalid Mega,Jasa,75,61,5120239,8206094,Shopee,474,Belum Terdaftar,2022,-982851,408000000,474,,,0.83795619,8206094,8206094,,530705,5120239.204
288219406,UD. Baim Sejahtera,Pendidikan,68,8,4013841,10845529,Lazada,127,Belum Terdaftar,2004,-326076,228000000,127,,,0.008730731,10845529,10845529,,9260688,4013841.477
unknown,UD. Wesly Wisnu,Jasa,86,21,3742755,6375922,Tokopedia,970,Belum Terdaftar,2004,45892694,321000000,970,,,0.569738889,6375922,6375922,,9096708,3742755.048
288219408,UD. Gisel Kencana,Jasa,73,85,5866086,11766955,Shopee,364,Belum Terdaftar,2021,3476104,474000000,364,,,0.978409685,11766955,11766955,,3059013,5866086.185
288219409,UD. Qanita Dewangga,Pendidikan,14,25,4395170,10229251,Tokopedia,383,Belum Terdaftar,2000,14030534,117000000,383,,,0.363216814,10229251,10229251,,14202092,4395170.3
288219410,UD. Nazar Mahkota,Pendidikan,72,65,2032911,4419372,Website Sendiri,718,Belum Terdaftar,2024,37021875,411000000,718,,,0.250558053,4419372,4419372,,4992154,2032911.12
288219411,UD. Pardi Binasena,Perdagangan,54,55,10633715,12271335,Lazada,810,Belum Terdaftar,2009,14847022,327000000,,,,0.827384083,12271335,12271335,,5618805,10633715.22
288219412,UD. Zulkarnaen Bijaksana,Pendidikan,72,5,7070137,11790730,Tokopedia,149,Belum Terdaftar,2010,41592850,231000000,149,,,0.319672188,11790730,11790730,,9220888,7070137.129
288219413,UD. Zahira Purnama,Perdagangan,28,13,6831381,14552978,Lazada,436,Belum Terdaftar,2023,785838,123000000,436,,,0.16164584,14552978,14552978,,6744135,6831381.216
288219414,UD. Nindy Jatinagara,Pendidikan,78,24,7139421,11136791,Lazada,182,Belum Terdaftar,2020,22410586,306000000,182,,,0.952135793,11136791,11136791,,10618181,7139420.707
288219415,UD. Romi Kayastha Kiki,Perdagangan,37,47,10501670,10688010,Lazada,676,Belum Terdaftar,2014,6128548,252000000,676,,,0.566298048,10688010,10688010,,9816382,10501669.88
288219416,UD. Mira Jatinagara,Pendidikan,35,89,8544907,11422859,Bukalapak,384,Belum Terdaftar,2009,41333460,372000000,384,,,0.275117478,11422859,11422859,,10530301,8544907.048
288219417,UD. Qamar Sundawa Wito,Jasa,39,82,4650696,11951444,Website Sendiri,114,Belum Terdaftar,2023,9353142,363000000,114,,,0.05643546,11951444,11951444,,6806465,4650696.432
288219418,UD. Wira Utamajaya,Jasa,43,39,6676120,11489520,Lazada,913,Belum Terdaftar,2000,1952477,246000000,913,,,0.721757756,11489520,11489520,,8751441,6676119.631
288219419,UD. Pardi Pusaka,Pendidikan,21,33,5879438,11822290,Tokopedia,388,Belum Terdaftar,2005,-1833,162000000,unknown,,,0.897034361,11822290,11822290,,8244377,5879437.802
288219420,UD. Taufik Kawiswara,Perdagangan,50,5,1676002,3571485,Lazada,581,Belum Terdaftar,2021,13776054,165000000,581,,,0.923246846,3571485,3571485,,2063623,1676002.052
288219421,UD. Khayla Kayastha,Pendidikan,98,1,6206052,7357009,Website Sendiri,531,Belum Terdaftar,2014,10092961,297000000,531,,,0.680290042,7357009,7357009,,18734799,6206052.401
288219422,UD. Prananda Pelangi,Jasa,22,83,6297206,10661333,Tokopedia,287,Belum Terdaftar,2014,4015557,315000000,287,,,0.106642621,10661333,10661333,,5966143,6297206.355
288219423,UD. Lukman Bratadikara,Jasa,82,4,7947350,8403568,Tokopedia,158,Belum Terdaftar,2021,13508828,258000000,158,,,0.988392639,8403568,8403568,,11692755,7947350.207
288219424,UD. Ujang Jaladara,Jasa,80,90,7412171,5322250,Bukalapak,991,Belum Terdaftar,2016,5554002,510000000,991,,,0.977624733,5322250,5322250,,2621910,3885242.5
288219425,UD. Anisa Kusumasari,Pendidikan,21,14,9835469,5319849,Tokopedia,398,Belum Terdaftar,2022,1919265,105000000,398,,,0.49956275,5319849,5319849,,8418117,2819519.97
288219426,UD. Pipit Wirajaya Damaris,Jasa,37,99,7531840,14681583,Lazada,629,Belum Terdaftar,2002,451909,408000000,629,,,0.960452585,14681583,14681583,,9108168,7531840.285
288219427,UD. Pipit Jaladara,Perdagangan,1,8,9310417,8080470,Bukalapak,204,Belum Terdaftar,2012,-4986438,27000000,204,,,0.665223278,8080470,8080470,,12477048,4848282
288219428,UD. Oniel Kencana,Perdagangan,unknown,89,9339630,10969114,Shopee,999,Belum Terdaftar,2020,10171303,309000000,999,,,0.885864691,10969114,10969114,,5481719,9339629.934
288219429,UD. Vega Swargaloka,Pendidikan,97,6,5840295,6085733,Bukalapak,585,Belum Terdaftar,2000,32726361,309000000,585,,,0.983360218,6085733,6085733,,3755945,5840295.27
288219430,UD. Tania Sanjaya,Jasa,94,24,4578988,5746291,Bukalapak,80,Belum Terdaftar,2010,31493700,354000000,80,,,0.96439511,5746291,5746291,,15797818,4578987.873
288219431,UD. Guntur Jayengpati,Jasa,74,36,5038727,3542259,Shopee,291,Belum Terdaftar,2024,43594445,330000000,291,,,0.47198387,3542259,3542259,,11395148,1664861.73
288219432,UD. Yumna Langit,Pendidikan,73,unknown,2625297,6366094,Tokopedia,967,Belum Terdaftar,2000,20736488,300000000,967,,,0.795646623,6366094,6366094,,3484670,2625297.473
288219433,UD. Nara Sangkala,Pendidikan,67,44,6654951,8060444,Tokopedia,201,Belum Terdaftar,2000,-2210615,333000000,201,,,0.876318626,8060444,8060444,,2807804,6654950.811
288219434,UD. Jasmine Artha,Pendidikan,96,0,7945886,5972038,Tokopedia,282,Belum Terdaftar,2023,18170365,288000000,282,,,0.357259036,5972038,5972038,,13337122,3284620.9
288219435,UD. Halim Nirwana,Pendidikan,91,67,3142794,4910616,Bukalapak,582,Belum Terdaftar,2022,985204,474000000,582,,,0.44584329,4910616,4910616,,9799396,3142794.24
288219436,UD. Ony Sukadarma Balqis,Jasa,71,37,3489539,9289080,Shopee,374,Belum Terdaftar,2008,19413089,324000000,374,,,0.073493471,9289080,9289080,,11808174,3489539.388
288219437,UD. Budi Mayang Lukman,Perdagangan,95,45,5015734,6349030,Bukalapak,153,Belum Terdaftar,2002,40918367,420000000,153,,,0.967405328,6349030,6349030,,12883596,5015733.7
288219438,UD. Qamar Mandiri,Perdagangan,1,91,3290164,4272940,Shopee,208,Belum Terdaftar,2010,835989,276000000,208,,,0.096306612,4272940,4272940,,5624017,3290163.8
288219439,UD. Barokah Artha,Pendidikan,35,10,7961792,6746419,Lazada,678,Belum Terdaftar,2013,11390539,135000000,678,,,0.660639428,6746419,6746419,,7560567,2900960.17
288219440,UD. Wenny Wangi,Perdagangan,9,23,3817837,9546639,Lazada,790,Belum Terdaftar,2019,47133937,96000000,790,,,0.646004775,9546639,9546639,,7203213,3817837.294
288219441,UD. Pasha Dewangga,Perdagangan,24,96,1562611,3396981,Bukalapak,224,Belum Terdaftar,2016,20474087,360000000,224,,,0.440378599,3396981,3396981,,10401110,1562611.26
288219442,UD. Tari Harmoni,Jasa,63,9,4287032,14453969,Website Sendiri,315,Belum Terdaftar,2022,7624297,216000000,315,,,0.7260782,14453969,14453969,,6721772,4287032.434
288219443,UD. Weni Adikara,Pendidikan,37,76,8349194,13252689,Tokopedia,872,Belum Terdaftar,2002,7402318,339000000,872,,,0.340268051,13252689,13252689,,12277572,8349194.07
288219444,UD. Jaya Satria,Perdagangan,88,1,4640450,7607295,Bukalapak,910,Belum Terdaftar,2004,38878394,267000000,910,,,0.704281917,7607295,7607295,,8878174,4640449.95
288219445,UD. Mira Malam,Pendidikan,18,33,3125277,6010149,Lazada,969,Belum Terdaftar,2002,-1349291,153000000,969,,,0.90901641,6010149,6010149,,6746017,3125277.48
288219446,UD. Tomi Artha,Jasa,18,72,3060073,9859987,Shopee,425,Belum Terdaftar,2014,-7169083,270000000,425,,,0.73664819,9859987,9859987,,2206744,3060073.1
288219447,UD. Yana Sejahtera Dito,Jasa,21,0,4340363,6474788,Bukalapak,251,Belum Terdaftar,2010,37265478,63000000,251,,,0.193675642,6474788,6474788,,1734619,4340363.263
288219448,UD. Ovan Jayengprana Eka,Pendidikan,57,34,4455256,8406143,Tokopedia,198,Belum Terdaftar,2005,36297650,273000000,198,,,0.463034733,8406143,8406143,,3672009,4455255.79
288219449,UD. Naila Raharja,Jasa,83,67,3370370,11017373,Shopee,911,Belum Terdaftar,2021,16692838,450000000,911,,,0.162336185,11017373,11017373,,4939507,3370370.293
288219450,UD. Odie Darussalam,Perdagangan,98,55,4931197,8070908,Lazada,53,Belum Terdaftar,2009,39638383,459000000,53,,,0.202331481,8070908,8070908,,6420528,4931196.969
288219451,UD. Raka Karya,Pendidikan,82,26,7822871,10295626,Website Sendiri,210,Belum Terdaftar,2011,-5673307,324000000,210,,,0.758128615,10295626,10295626,,5154282,7822871.288
288219452,UD. Thariq Jayabaya,Perdagangan,0,92,4020334,10306530,Bukalapak,784,Belum Terdaftar,2012,35589235,276000000,784,,,0.716867607,10306530,10306530,,615167,4020333.903
288219453,UD. Balqis Bijaksana,Jasa,77,1,1781268,6833053,Lazada,982,Belum Terdaftar,2011,5390583,234000000,982,,,0.666941353,6833053,6833053,,3878642,1781268.196
288219454,UD. Rahmat Jayeng,Jasa,52,2,4320510,7728279,Lazada,931,Belum Terdaftar,2021,21847907,162000000,931,,,0.411650315,7728279,7728279,,9267051,4320510.245
288219455,UD. Qais Darma Eren,Pendidikan,78,53,3802392,5233845,Bukalapak,388,Belum Terdaftar,2002,-6418799,393000000,388,,,0.144872298,5233845,5233845,,8703024,3802392.425
288219456,UD. Mirna Buana,Pendidikan,14,17,3733066,9571964,Lazada,201,Belum Terdaftar,2014,1238363,93000000,201,,,0.045213845,9571964,9571964,,4517373,3733065.96
288219457,UD. Carissa Sari Mika,Pendidikan,74,82,11541592,12087233,Tokopedia,211,Belum Terdaftar,2023,43352107,468000000,211,,,0.13655849,12087233,12087233,,3017209,11541592.23
288219458,UD. Echa Wangi,Jasa,59,9,7899466,10461703,Bukalapak,842,Belum Terdaftar,2004,42300300,204000000,842,,,0.06110234,10461703,10461703,,16133615,7899466.258
288219459,UD. Zulfa Jaladara Tomi,Jasa,56,86,5349644,7016989,Website Sendiri,760,Belum Terdaftar,2014,21771298,426000000,760,,,0.624666288,7016989,7016989,,7939015,5349643.876
288219460,UD. Eka Kencana,Perdagangan,86,47,1543435,6006281,Bukalapak,400,Belum Terdaftar,2010,23371752,399000000,400,,,0.81896543,6006281,6006281,,9779932,1543434.895
288219461,UD. Tegar Madani,Pendidikan,22,19,8747553,9643045,Tokopedia,544,Belum Terdaftar,2016,16117157,123000000,544,,,0.679630841,9643045,9643045,,6372241,8747552.803
288219462,UD. Lono Cendana,Perdagangan,61,28,2713699,3814095,Bukalapak,147,Belum Terdaftar,2017,6146514,267000000,147,,,0.291115912,3814095,3814095,,4371969,2713699.371
288219463,UD. Qasya Ratu,Perdagangan,34,4,1247140,4672762,Shopee,268,Belum Terdaftar,2011,30732729,114000000,268,,,0.832991252,4672762,4672762,,3857408,1247139.61
288219464,UD. Veronika Jayengprana,Jasa,64,28,7063635,10865595,,892,Belum Terdaftar,2022,9995020,276000000,892,,,0.700984065,10865595,10865595,,5211473,7063635.271
288219465,UD. Putri Kelana,Jasa,54,85,3370976,7647030,Lazada,850,Belum Terdaftar,2002,31779669,417000000,850,,,0.134662431,7647030,7647030,,2175077,3370975.959
288219466,UD. Ilmi Putri,Perdagangan,6,75,6348472,13167860,Shopee,850,Belum Terdaftar,2017,8327976,243000000,850,,,0.904323886,13167860,13167860,,17931908,6348471.86
288219467,UD. Zidanar Kencana,Perdagangan,92,12,3929695,5775636,Bukalapak,312,Belum Terdaftar,2017,27944561,312000000,312,,,0.265572524,5775636,5775636,,5228782,3929695.096
288219468,UD. Elva Bahagia,Perdagangan,33,88,3174107,12382173,Tokopedia,60,Belum Terdaftar,2016,3466743,363000000,60,,,0.316561445,12382173,12382173,,5524010,3174106.966
288219469,UD. Putri Panji,Pendidikan,49,22,3105264,6700992,Bukalapak,658,Belum Terdaftar,2010,14190078,213000000,658,,,0.577783985,6700992,6700992,,2732625,3105264.029
288219470,UD. Farhan Reswara,Pendidikan,36,93,11305405,14109006,Lazada,722,Belum Terdaftar,2011,32070367,387000000,722,,,0.962280258,14109006,14109006,,16255748,11305404.82
288219471,UD. Panji Surya Fira,Jasa,9,unknown,6853875,12089655,Tokopedia,121,Belum Terdaftar,2005,17334461,282000000,121,,,0.874613419,12089655,12089655,,4357309,6853875.254
288219472,UD. Gerry Wirawati,Pendidikan,43,44,6391035,7107965,Website Sendiri,350,Belum Terdaftar,2008,2011996,261000000,350,,,0.157298007,7107965,7107965,,1028257,6391035.23
288219473,UD. Jordi Wijaya Widi,Perdagangan,85,69,5126304,9888820,Website Sendiri,980,Belum Terdaftar,2007,35764005,462000000,980,,,0.895040776,9888820,9888820,,16178304,5126304.147
288219474,UD. Kinan Karya,Perdagangan,39,0,4843312,8209003,Lazada,,Belum Terdaftar,2023,3191829,117000000,534,,,0.27782137,8209003,8209003,,8700584,4843311.77
288219475,UD. Alma Asri Utami,Pendidikan,63,5,3764466,10490115,Website Sendiri,132,Belum Terdaftar,2018,35805040,204000000,132,,,0.495331519,10490115,10490115,,12433906,3764466.49
288219476,UD. Zidanar Karya,Jasa,75,88,9550067,14380495,Shopee,959,Belum Terdaftar,2023,1569735,489000000,959,,,0.517993825,14380495,14380495,,9534231,9550067.127
288219477,UD. Galih Nirwasita,Pendidikan,75,73,9931364,11764448,Bukalapak,286,Belum Terdaftar,2010,35611251,444000000,286,,,0.068062248,11764448,11764448,,15778739,9931363.999
288219478,UD. Irma Indah,Perdagangan,63,42,2672676,7879483,Bukalapak,,Belum Terdaftar,2001,2435712,315000000,625,,,0.701494127,7879483,7879483,,12875093,2672676.179
288219479,UD. Lina Wiraatmaja,Jasa,60,72,5922879,9893404,Lazada,354,Belum Terdaftar,2020,1395580,396000000,354,,,0.410630717,9893404,9893404,,3989669,5922879.4
288219480,UD. Hasna Widuri,Pendidikan,33,81,3899464,14078954,Shopee,171,Belum Terdaftar,,10056980,342000000,171,,,0.64970469,14078954,14078954,,5043335,3899463.532
288219481,UD. Diva Kinarya Ismail,Pendidikan,98,48,4788185,9208574,Tokopedia,552,Belum Terdaftar,2016,811996,438000000,552,,,0.870872815,9208574,9208574,,4547201,4788184.694
288219482,UD. Cici Pramudita,Perdagangan,3,31,5959697,11050831,Shopee,674,Belum Terdaftar,2005,21571942,102000000,674,,,0.235987188,11050831,11050831,,3761671,5959696.97
288219483,UD. Nina Bersemi,Pendidikan,35,47,1709464,5791635,Shopee,209,Belum Terdaftar,2006,16144334,246000000,209,,,0.926082815,5791635,5791635,,15225355,1709464.135
288219484,UD. Tomi Bahagia,Jasa,34,57,3570844,4959506,Lazada,879,Belum Terdaftar,2021,21470992,273000000,879,,,0.354578593,4959506,4959506,,7036316,3570844.32
288219485,UD. Wito Harapan,Jasa,68,33,2606193,4343655,Tokopedia,735,Belum Terdaftar,2009,26797837,303000000,735,,,0.44605988,4343655,4343655,,735440,2606193
288219486,UD. Hasna Langit,Perdagangan,76,72,3362532,8201297,Tokopedia,736,Belum Terdaftar,2016,11010374,444000000,736,,,0.256369625,8201297,8201297,,7567457,3362531.77
288219487,UD. Pandu Wiraatmaja,Jasa,62,35,2546604,8594236,Lazada,609,Belum Terdaftar,2008,33441106,291000000,609,,,0.592017326,8594236,8594236,,11829488,2546604.056
288219488,UD. Kiki Adiwarna,Jasa,69,50,14279075,12812024,Lazada,428,Belum Terdaftar,2013,33336336,357000000,428,,,0.768671258,12812024,12812024,,865614,9737138.24
288219489,UD. Vino Mahendra Taufan,Pendidikan,17,67,3676671,10275895,Bukalapak,343,Belum Terdaftar,2024,40265332,252000000,343,,,0.1056389,10275895,10275895,,6183069,3676670.586
288219490,UD. Farid Sakti,Pendidikan,34,50,2725287,6005295,Shopee,381,Belum Terdaftar,2012,5759626,252000000,381,,,0.922604157,6005295,6005295,,5417570,2725286.87
288219491,UD. Nando Pramudita,Pendidikan,97,94,4716386,5194168,Tokopedia,657,Belum Terdaftar,2001,19346674,573000000,657,,,0.519197209,5194168,5194168,,7227654,4716386.344
288219492,UD. Uchie Darussalam,Jasa,80,86,3071182,9941407,Shopee,771,Belum Terdaftar,2005,39098703,498000000,771,,,0.548053217,9941407,9941407,,13002910,3071181.918
288219493,UD. Eni Indah,Pendidikan,82,5,976633,3742834,Bukalapak,336,Belum Terdaftar,2005,21170457,261000000,336,,,0.479637709,3742834,3742834,,2880901,976633.3942
288219494,UD. Nadia Mahendra,Jasa,61,72,3926870,4598602,Shopee,706,Belum Terdaftar,2018,22420149,399000000,706,,,0.046480587,4598602,4598602,,5191738,3926869.972
288219495,UD. Celsi Utamajaya,Perdagangan,99,84,4251277,5381363,Tokopedia,641,Belum Terdaftar,2005,18691601,549000000,641,,,0.024376546,5381363,5381363,,2970879,4251276.77
288219496,UD. Yolanda Prajurit Taufan,Jasa,32,94,6859128,11401675,Bukalapak,53,Belum Terdaftar,2001,32459066,378000000,53,,,0.970660426,11401675,11401675,,9895164,6859127.646
288219497,UD. Riko Jayaningrat,Pendidikan,,44,10228305,4003625,Shopee,271,Belum Terdaftar,2013,5104376,411000000,271,,,0.113088947,4003625,4003625,,10974103,10228305.12
288219498,UD. Pipit Jatiwangi,Pendidikan,55,38,13804005,11842806,Lazada,698,Belum Terdaftar,2016,3463910,279000000,698,,,0.125379389,11842806,11842806,,8657757,4500266.28
288219499,UD. Harun Gunawan,Jasa,43,88,1053960,3626145,Bukalapak,131,Belum Terdaftar,2020,12548775,393000000,131,,,0.752133794,3626145,3626145,,12699928,1053960.182
288219500,UD. Tomi Gunawan,Perdagangan,53,18,7474952,10576865,Shopee,486,Belum Terdaftar,2017,10043435,213000000,486,,,0.282347014,10576865,10576865,,10727545,7474951.6
288219501,UD. Jordi Resaputra,Perdagangan,37,81,8778687,9571993,Shopee,334,Belum Terdaftar,2009,47153900,354000000,334,,,0.847874889,9571993,9571993,,11848258,8778687.386
288219502,UD. Ujang Wisnu,Jasa,31,20,10702028,12152139,Lazada,733,Belum Terdaftar,2018,4993937,153000000,733,,,0.109466166,12152139,12152139,,1056347,10702028.43
288219503,UD. Celsi Adikara,Perdagangan,70,86,3000745,10305716,Website Sendiri,804,Belum Terdaftar,2010,-8123420,468000000,804,,,0.618501628,10305716,10305716,,10525981,3000745.13
288219504,UD. Satria Segar,Pendidikan,53,76,1182932,4025348,Website Sendiri,737,Belum Terdaftar,2004,31731835,387000000,737,,,0.237810716,4025348,4025348,,10094660,1182932.354
288219505,UD. Berlian Agung,Jasa,48,68,7591709,10776185,Website Sendiri,924,Belum Terdaftar,2022,11646366,348000000,924,,,0.970952209,10776185,10776185,,1945230,7591708.601
288219506,UD. Mario Panuluh,Jasa,7,81,13248626,12322054,Tokopedia,147,Belum Terdaftar,2012,40084525,264000000,147,,,0.921596981,12322054,12322054,,1374887,8255776.18
288219507,UD. Reza Berkarya,Perdagangan,25,88,9374749,9800271,Bukalapak,unknown,Belum Terdaftar,2024,34356959,339000000,930,,,0.719522395,9800271,9800271,,4789810,9374748.907
288219508,UD. Dora Jayeng,Pendidikan,,54,7480820,10716633,Website Sendiri,160,Belum Terdaftar,2022,23275713,258000000,160,,,0.253184256,10716633,10716633,,13783888,7480819.542
288219509,UD. Galih Manggala,Pendidikan,31,11,12386046,13827656,Lazada,695,Belum Terdaftar,2009,-419647,126000000,695,,,0.63995775,13827656,13827656,,9524390,12386046.32
288219510,UD. Pandu Wijapranata,Jasa,76,68,9750903,12735881,Bukalapak,574,Belum Terdaftar,2014,-4964417,432000000,574,,,0.048973782,12735881,12735881,,16199182,9750902.678
288219511,UD. Dani Widhi,Pendidikan,85,11,8351602,14408446,Lazada,213,Belum Terdaftar,2013,14684922,288000000,213,,,0.411650317,14408446,14408446,,12624370,8351602.353
288219512,UD. Ilmi Bima,Pendidikan,21,0,5202985,10286032,Tokopedia,315,Belum Terdaftar,2019,46124552,63000000,315,,,0.49348144,10286032,10286032,,3506133,5202985.428
288219513,UD. Evan Ceria,Pendidikan,82,48,5353841,10032182,Lazada,990,Belum Terdaftar,2008,36294002,390000000,990,,,0.355776063,10032182,10032182,,966957,5353841.167
288219514,UD. Umar Sulaksana,Pendidikan,1,28,3491340,10490774,Tokopedia,241,Belum Terdaftar,2020,32384662,87000000,241,,,0.093829239,10490774,10490774,,12075957,3491340.222
288219515,UD. Hanaura Reswara,Pendidikan,33,89,3811168,9271477,Lazada,274,Belum Terdaftar,2001,2486088,366000000,274,,,0.60757055,9271477,9271477,,8297932,3811167.927
288219516,UD. Odie Galang,Perdagangan,99,96,5199320,5649488,Bukalapak,26,Belum Terdaftar,2015,32615120,585000000,26,,,0.003829749,5649488,5649488,,7460637,5199319.803
288219517,UD. Lando Pamungkas,Perdagangan,84,48,2268822,7093947,Website Sendiri,980,Belum Terdaftar,2005,26120638,396000000,980,,,0.362595609,7093947,7093947,,8868251,2268821.838
288219518,UD. Lukman Panji,Pendidikan,85,16,5896679,13677846,Bukalapak,471,Belum Terdaftar,2020,30414657,303000000,471,,,0.065605225,13677846,13677846,,11160943,5896678.53
288219519,UD. Rizki Bijaksana,Perdagangan,51,98,1612635,3388500,Website Sendiri,469,Belum Terdaftar,2024,43994619,447000000,469,,,0.491281928,3388500,3388500,,2525279,1612634.501
288219520,UD. Yana Cempaka,Perdagangan,94,34,1925225,6820677,Shopee,841,Belum Terdaftar,2019,16130005,384000000,841,,,0.332636744,6820677,6820677,,13510547,1925225.037
