omset,tahun_berdiri,kapasitas_produksi_mod
7444354,2005,906
1820574,2020,50
8106880,2006,1089
10682218,2000,811
25532677,2024,2410
6969866,2024,564
6616503,2022,603
9038938,2013,904
5704345,2019,566
7971951,2019,563
12773097,2015,872
8249570,2023,1233
15698585,2000,1296
11147599,2007,1177
2095341,2013,50
9235322,2009,770
16204154,2003,1450
24109961,2016,2433
7367801,2012,145
13440299,2008,1272
12175782,2022,818
6854012,2011,662
7139054,2019,441
8418669,2012,580
15348013,2016,1327
14827375,2022,1055
12658195,2014,1030
10842553,2014,702
25467309,2014,1572
23055102,2004,2544
8306720,2014,483
13873183,2009,1219
6774722,2021,731
14909124,2014,1188
11436670,2005,838
10424109,2011,993
22268415,2024,2498
5220408,2003,265
27168516,2016,2458
14734214,2014,853
9326955,2014,754
26587290,2005,2487
6204723,2005,397
24654801,2005,2096
28146972,2005,1958
18101862,2016,1694
25478395,2010,2824
27886960,2002,2083
23707183,2006,1944
4688373,2015,474
4972673,2003,613
12783331,2015,776
27988916,2021,2525
3815049,2015,356
9356693,2017,819
6129922,2012,115
10798175,2004,1094
10703354,2008,1321
5538253,2010,498
14975669,2003,1073
5893753,2006,428
26980148,2022,3311
11096523,2009,1221
3107519,2012,332
9098959,2000,891
3955879,2011,237
13984150,2006,1223
25938407,2000,2376
12552685,2012,1285
7533177,2020,953
2818909,2009,362
25396371,2022,1746
6288605,2016,589
11028633,2010,1173
23888304,2018,2471
8894586,2017,667
6482328,2007,1078
16506968,2011,1120
25239933,2019,1878
12321003,2012,1181
6733951,2008,969
9280405,2014,656
13729090,2014,1182
8686270,2021,998
20135293,2016,1854
10216176,2010,847
26308700,2017,2696
11366018,2005,1097
17694698,2022,1967
13075371,2022,1534
8266763,2009,799
7556025,2017,726
12569419,2012,1200
17725981,2000,1793
13860401,2024,1282
1384698,2005,86
27935581,2007,3157
14457181,2024,1753
9942432,2022,562
11972018,2000,1091
4474759,2004,277
13985646,2009,1193
13273491,2013,1319
9713240,2004,1021
4506448,2015,365
17874139,2008,1016
28196903,2010,2170
10210249,2015,1124
16946649,2012,691
27117435,2023,3062
17862775,2010,1818
13630066,2017,1603
26836154,2012,2405
24291149,2000,1395
26304893,2001,2636
10891934,2017,1285
25388253,2017,2757
24861205,2024,2027
9381762,2005,862
10565629,2022,833
6901023,2022,461
11253281,2021,1249
18396077,2018,1293
10434439,2011,739
13217955,2006,912
19217134,2022,1256
5727302,2021,521
14504629,2006,1658
28537222,2006,2568
8821942,2007,479
3064323,2024,353
25101117,2020,3052
24317544,2003,1987
13759087,2013,1127
24160465,2018,2456
4641386,2021,637
12778979,2005,1029
6498994,2001,337
6462368,2006,677
6689377,2003,730
6016118,2000,526
14736259,2003,1190
8950363,2003,1009
4094751,2024,418
20543524,2015,1618
16857283,2015,1566
3471887,2014,103
5357121,2003,572
14480425,2003,1251
20179713,2015,1708
3589298,2006,291
9283742,2006,842
7056571,2018,786
29236490,2005,3008
10847650,2002,945
27067803,2016,2864
10683710,2006,1059
24085170,2004,2058
26898916,2003,2445
3154115,2007,235
14814888,2015,1503
28934555,2013,2517
3749781,2022,257
9201606,2018,1243
27923401,2009,3036
11944751,2006,896
14021781,2006,1441
7654386,2022,702
28536454,2001,2842
9165287,2018,852
27859205,2002,3146
7678899,2010,748
9721870,2018,862
13115253,2006,1473
4142228,2012,381
7287652,2022,668
11054244,2003,1076
9410216,2016,826
1344460,2013,84
10076803,2021,778
11528388,2016,864
19960619,2022,1487
9396741,2000,546
13022394,2024,956
14237346,2006,1254
10110631,2011,935
4940945,2012,381
9980827,2024,377
34453284,2013,4090
18773131,2005,2103
17799823,2024,1786
10199909,2021,1350
10857302,2022,754
5253603,2020,751
9005157,2006,606
24867914,2010,2410
29967811,2001,2162
14435205,2013,1326
5653698,2024,553
8490118,2021,728
24231016,2016,2546
28121542,2016,2663
12329859,2024,989
9447957,2007,728
11404431,2010,1231
3961505,2024,239
6831848,2005,766
28747409,2024,3260
17347808,2006,1059
9811689,2016,1133
16749469,2003,2188
24646338,2015,2394
14807100,2018,1529
15082085,2003,1685
14391564,2000,1240
7821021,2016,731
8628602,2019,504
6821990,2022,626
26636501,2019,2700
15739707,2017,1600
29761550,2013,3295
25889859,2019,2066
7345509,2015,551
8728347,2020,1170
24915372,2004,2249
29080296,2024,2804
14869122,2001,1343
9633885,2010,688
8477536,2021,1085
5187528,2015,363
10798443,2024,714
27828893,2018,2379
7330675,2006,277
22354734,2001,1817
20709079,2020,1559
15533368,2000,1609
11431579,2018,874
8126298,2020,899
10094024,2021,1223
11464351,2005,1230
10409719,2005,891
14508551,2000,1368
5880812,2002,258
17624624,2002,1580
26618849,2000,2089
9799377,2005,1035
15827616,2011,2230
16558700,2017,1678
4208866,2016,68
25294436,2007,2194
16993884,2000,1603
13590409,2005,1265
8773354,2006,635
17865013,2009,1727
11960184,2000,778
6912249,2013,439
30497866,2015,3165
12356720,2013,866
30026601,2009,3063
5090549,2002,224
11105705,2012,1425
19723566,2019,1547
7614385,2010,633
25946939,2008,2556
6573721,2006,478
9924106,2020,926
14846557,2013,1526
12316721,2021,1365
12538873,2006,1345
9722419,2022,838
31641536,2007,2874
13628211,2012,1884
16927927,2024,1858
10734307,2002,757
25145114,2021,2378
9565640,2010,788
28028660,2022,2545
14343899,2010,967
9921412,2006,803
31941659,2014,3922
7808264,2021,806
14790093,2011,639
17920882,2017,2053
5267357,2006,626
9130513,2021,744
19503964,2005,2053
6039567,2015,382
2600004,2018,144
22091801,2003,2626
10318936,2013,870
12248222,2019,641
13522106,2021,1218
26386209,2017,2418
9328558,2015,1094
7314907,2024,650
18092950,2018,1527
16855988,2015,1881
5469095,2022,492
23851187,2005,1904
5567888,2020,670
5925347,2008,548
6433410,2015,565
6194538,2022,572
7839167,2023,491
7571367,2021,572
24917990,2000,2315
31719048,2014,2856
6558779,2019,800
15021880,unknown,1440
10861968,2006,1183
29161703,2013,2720
8414694,2009,964
9271606,2004,917
13010764,2015,1190
4657721,2020,394
3483912,2024,157
3868700,2003,392
13761611,2018,1247
14426927,2014,1179
6915221,2016,809
12822480,2020,843
4095706,2014,283
8181268,2013,933
9601696,2010,932
10015316,2002,893
11825481,2012,1137
8272987,2021,774
11097795,2007,646
4514857,2014,331
13996602,2001,1727
13741076,2000,1076
10229164,unknown,852
9081773,unknown,701
9807589,2024,864
7921507,2003,592
10187273,2003,1029
5071298,2004,466
9554515,2017,1027
7375501,2001,457
13692691,2015,1158
10147180,2017,865
13766651,2006,1383
11266150,2011,831
6484931,2011,729
10836956,2014,1258
13542953,2006,969
12494606,2015,1012
13332054,2008,1075
14137627,2024,2027
7126758,2017,551
7625587,2019,996
10244186,2006,639
6201566,2013,373
4367799,2015,269
12402515,2003,913
3737083,2017,272
13319264,2018,1026
4975077,2021,300
10055755,2003,1166
7487862,2019,894
10762938,2022,1195
9539754,2008,971
5291168,2014,471
3707023,2011,238
5283015,2022,304
10879156,2024,1070
12525942,2015,839
12360760,2005,872
12564011,2000,1441
5092822,2004,733
13725263,2013,1362
4259760,2013,518
5031150,2003,393
10820757,2001,667
10857477,2013,1126
8922660,2009,918
11381302,2019,1050
14424830,2013,1252
10428853,2022,1162
13431751,2020,961
6979916,2023,476
14496095,2017,1041
7848567,2002,715
3536833,2021,144
9576917,2002,713
3462814,2020,189
3863964,2015,285
6021520,2021,275
5609896,2010,500
14407543,2011,1671
14152024,2009,1332
7251692,2019,927
11499626,2005,1368
8369052,2017,903
8448735,2001,770
10484980,2024,953
6305185,2004,684
4935456,2023,362
7687975,2003,323
5023948,2018,507
8132652,2013,502
6569359,2018,408
12745433,2007,1162
4749719,2009,390
10547389,2024,629
9463279,2003,887
13369421,2005,1480
10988578,2017,729
4539596,2024,573
8859745,2006,471
10234715,2006,1402
13856303,2008,1154
8260350,2018,766
5643794,2007,181
13120461,2006,1181
8195036,2023,776
5344137,2004,447
10477845,2010,818
5522014,2004,325
10008987,2002,1154
11174223,2011,1020
7321239,2010,935
13349301,2007,1078
8656429,2001,686
12911728,2023,1391
8927147,2021,463
9298438,2024,577
3371758,2019,420
10735754,2014,699
14639281,2006,821
3705706,2017,562
9265179,2017,536
11044596,2018,1044
9215175,2006,842
4060303,2024,50
10940033,2021,928
4151400,2021,412
6359848,2015,618
4095968,2006,471
12734619,2001,1060
14497512,2013,1529
10410737,2008,783
6585414,2002,330
5844405,2021,293
13789166,2013,860
14204009,2010,1582
11898746,2020,705
14176423,2011,1373
5353245,2014,420
6084969,2006,514
12236179,2011,1458
8031108,2013,630
3623158,2009,381
6794612,2019,605
6285329,2012,524
9834786,2018,1393
7192169,2024,370
14461104,2021,1689
8925466,2023,936
11976201,2013,969
10841134,2023,1362
10451246,2017,522
10406482,2004,821
10849380,2016,699
4917433,2018,484
11948186,2010,809
3616543,2011,356
4013187,2021,309
7716072,2003,594
14346451,2002,1422
10668708,2023,903
13925146,2010,973
7561269,2001,1201
5875917,2016,430
3680593,2005,50
11246897,2004,818
13537002,2009,894
11529943,2000,1247
12939668,2008,1264
11008105,2005,1091
14324418,2011,1207
7917271,2003,650
11322169,2014,938
11513641,2012,1025
7555624,2008,828
6925473,2014,671
9038552,2023,915
11622375,2012,1177
11862962,2015,1297
10225759,2024,988
4269057,2004,411
5152771,2010,629
8945285,2007,664
7903520,2010,537
6811471,2012,388
10116521,2010,954
7904089,2001,344
3373600,2009,336
12762214,2016,1135
8302329,2023,967
4565676,2015,288
8932168,2021,758
4495033,2018,546
7386956,2012,913
3637785,2024,207
11881885,2002,1125
7559888,2009,726
5277971,2019,514
7471530,2024,613
12777431,2020,1498
4572540,2005,107
11468260,2019,939
3543977,2002,351
14286592,2021,1436
5953514,2004,745
8176422,2017,966
5539586,2022,433
10765471,2004,1277
3987428,2010,232
6366446,2015,719
7168775,2023,967
10476619,2016,1225
4161924,2024,364
12763401,2011,1077
7160074,2024,352
5532316,2023,529
3553938,2012,141
13015609,2014,978
10528412,2023,678
12876701,2010,1054
8813478,2021,784
10332537,2007,995
3826135,2020,234
5138176,2024,609
6398703,2024,525
13778390,2016,1044
12700434,2013,1216
13488209,2008,1762
13994025,2000,1372
6415368,2011,499
8162869,2021,426
13006027,2000,1128
10946963,2010,1047
10225361,2021,836
13017012,2023,748
12766307,2004,942
9477472,2003,1165
7480918,2011,933
14291714,2003,1059
9664364,2011,1017
7782849,2021,465
6964321,2009,869
5587019,2016,524
5601886,2023,640
7459215,2006,339
9499962,2016,1001
4508444,2020,381
4639125,2018,522
9538406,2000,1056
14615981,2018,1357
8949325,2024,677
3518477,2022,393
11965202,2010,1073
10513653,2020,750
12320628,2015,888
7259914,2018,369
13670786,2014,1110
5356317,2000,638
8140456,2016,761
14224232,2012,1153
6749682,2001,738
11896916,2017,875
8452121,2017,774
5493990,2000,446
8265838,2024,893
5384033,2016,213
9041233,2002,633
10767251,2018,593
7221495,2015,591
6853797,2013,822
12271834,2022,989
7291508,2014,551
4693312,2012,530
9471303,2008,1082
3678906,2002,291
5853292,2016,623
4603299,2015,230
8322286,2010,1018
5704209,2013,848
12936334,2023,1316
13516580,2005,671
7838392,2011,589
10283019,2016,1067
3976415,2002,272
14108825,2012,1645
9750103,2002,1007
6534941,2022,450
6178428,2020,546
4049006,2008,212
13232158,2000,1159
10700740,2023,839
11311670,2007,1308
8610199,2023,1201
4742712,2010,188
12388794,2008,637
11853112,2020,1016
5852185,2014,257
14176625,2018,1310
4223007,2003,463
8030503,2021,1008
13771160,2004,1314
8925901,2005,760
6139843,2002,200
6539203,2019,579
11807981,2017,1090
4343016,2024,459
6712449,2008,465
5428819,2011,399
14318715,2001,895
9862776,2008,383
11086273,2016,742
14514561,2020,883
12387410,2002,1213
12882610,2000,1039
5068855,2006,351
11776382,2018,827
8281044,2001,96
3809562,2001,524
10879449,2002,750
12643464,2023,1045
5293483,2018,226
5739850,2023,658
13200561,2015,1243
13450664,2020,1006
7241127,2010,568
9128416,2017,1173
13571214,2022,1220
7162737,2007,600
11215950,2017,792
13159193,2001,698
4755950,2003,381
9237774,2008,899
9953489,2023,1141
14103334,2012,664
13450222,2021,925
12350878,2011,976
8289069,2004,739
13583557,2012,1202
4925161,2001,403
12650234,2013,1258
3449998,2016,161
7702685,2003,863
10353736,2005,1034
13035347,2013,1105
10280681,2024,1290
11574824,2010,1430
7791019,2016,872
4602803,2011,50
13964152,2024,1713
5990544,2008,656
8843143,2001,1207
10420021,2003,1224
4313222,2009,592
11259099,2007,1231
14547416,2003,1716
6737978,2019,948
3770914,2020,342
4436515,2017,144
5280586,2001,406
4485145,2016,437
4083036,2012,352
12422589,2009,813
4951124,2014,173
5220386,2018,333
9661584,2021,1046
5574446,2023,739
14249411,2005,1561
13621196,2007,1532
5974286,2011,507
4057326,2010,93
11582621,2009,940
12158708,2000,1041
6440101,2000,478
12109829,2020,1115
8017872,2006,800
4490035,2006,506
13552973,2019,1163
10499798,2007,513
6854372,2005,517
6744393,2018,601
10242717,2021,1201
10178280,2022,791
5347263,2001,543
12025795,2007,1166
10120876,2020,923
4778604,2017,548
8186540,2007,599
7598610,,565
14066969,2022,1283
11309039,2022,872
6756367,2016,685
9357329,2017,688
3452604,2005,312
7582460,2007,654
13407962,2005,1282
12317117,2001,1004
3753271,2003,264
7228695,2017,657
5045200,2023,464
3654556,2007,301
5998880,2004,810
3400161,2014,146
13846215,2019,1248
4642208,2024,159
13842991,2002,1368
8383153,2002,525
8651662,2017,717
13792981,2007,1159
4564987,2012,429
13941610,2020,1122
9886879,2016,760
8232222,2006,1019
10941222,2012,1058
4466452,2008,295
8865674,2006,742
4199594,2017,589
8303511,2006,694
11935417,2021,913
14297871,2020,1116
8206094,2022,623
10845529,2004,843
6375922,2004,337
11766955,2021,792
10229251,2000,736
4419372,2024,460
12271335,2009,1020
11790730,2010,1020
14552978,2023,1694
11136791,2020,1317
10688010,2014,901
11422859,2009,884
11951444,2023,871
11489520,2000,1211
11822290,2005,1024
3571485,2021,241
7357009,2014,500
10661333,2014,786
8403568,2021,815
5322250,2016,250
5319849,2022,617
14681583,2002,1192
8080470,2012,691
10969114,2020,678
6085733,2000,529
5746291,2010,445
3542259,2024,284
6366094,2000,812
8060444,2000,753
5972038,2023,387
4910616,2022,311
9289080,2008,961
6349030,2002,781
4272940,2010,400
6746419,2013,717
9546639,2019,991
3396981,2016,465
14453969,2022,771
13252689,2002,1387
7607295,2004,862
6010149,2002,299
9859987,2014,693
6474788,2010,420
8406143,2005,605
11017373,2021,884
8070908,2009,767
10295626,2011,1126
10306530,2012,1176
6833053,2011,452
7728279,2021,525
5233845,2002,658
9571964,2014,1001
12087233,2023,1120
10461703,2004,1054
7016989,2014,614
6006281,2010,612
9643045,2016,795
3814095,2017,353
4672762,2011,171
10865595,2022,823
7647030,2002,550
13167860,2017,1102
5775636,2017,349
12382173,2016,991
6700992,2010,321
14109006,2011,1443
12089655,2005,1079
7107965,2008,316
9888820,2007,707
8209003,2023,799
10490115,2018,824
14380495,2023,1120
11764448,2010,1050
7879483,2001,768
9893404,2020,574
14078954,,1441
9208574,2016,657
11050831,2005,997
5791635,2006,498
4959506,2021,344
4343655,2009,217
8201297,2016,675
8594236,2008,1099
12812024,2013,813
10275895,2024,1311
6005295,2012,480
5194168,2001,452
9941407,2005,655
3742834,2005,204
4598602,2018,316
5381363,2005,298
11401675,2001,984
4003625,2013,277
11842806,2016,1534
3626145,2020,140
10576865,2017,980
9571993,2009,915
12152139,2018,836
10305716,2010,1086
4025348,2004,280
10776185,2022,394
12322054,2012,1289
9800271,2024,637
10716633,2022,726
13827656,2009,1453
12735881,2014,1070
14408446,2013,1578
10286032,2019,1203
10032182,2008,761
10490774,2020,1130
9271477,2001,672
5649488,2015,855
7093947,2005,500
13677846,2020,1529
3388500,2024,388
6820677,2019,657
13567843,2012,1058
13462659,2012,1189
10365391,2018,447
4279885,2005,393
7798445,2018,761
3821247,2017,335
13491301,2020,430
10365684,2020,648
4650343,2006,283
5025910,2007,476
8658971,2022,834
9608957,2015,828
9290762,2006,970
7554107,2012,476
13411352,2000,1389
12092111,2022,1219
8739606,2010,860
7094543,2001,593
13354268,2012,1710
14204812,2005,1438
13967523,2000,1010
4802125,2022,447
8919792,2000,956
11680090,2003,916
13060365,2014,1479
13042347,2024,1290
5769642,2012,115
4673461,2003,443
8290700,2012,659
4705027,2008,481
12001172,2009,1327
8833064,2009,832
4322672,2008,606
13209130,2007,1158
9189203,2024,957
14077403,2019,1511
5478719,2018,458
4112231,2021,455
4699741,2007,311
9287652,2017,744
4644918,2012,199
10865396,2010,1040
10026122,2021,977
3359001,2003,429
7344274,2016,798
8741624,2010,724
12496656,2001,836
10429987,2008,1041
6698104,2001,786
3525468,2002,390
7014091,2010,816
7216644,2007,599
4676889,2007,328
7288895,2024,508
49535696,2010,4601
5760132,2011,488
9375752,2013,887
10060778,2020,879
8681211,2020,750
9277961,2005,668
11146487,2024,1234
8508061,2017,776
5555956,2016,453
12214069,2010,922
11926303,2010,753
7900422,2014,957
46810525,2022,4787
5476358,2002,212
6520995,2020,706
6532781,2004,735
5359139,2001,482
9595837,2002,1210
8935011,,846
9978382,2008,585
9952167,2017,978
48451159,2015,4723
12071689,2002,947
10985484,2001,1130
14057966,2019,823
13931637,2023,1547
13463301,2005,993
6368896,2015,388
9837468,2003,861
13709884,2003,1371
6216086,2011,572
8254757,2011,589
14138111,2008,1152
13447549,2010,923
4707175,2010,367
7777813,2017,898
8130879,2011,724
10069971,2012,1100
9480262,2010,1166
7090459,2023,519
6944297,2001,579
4090361,2017,651
10409814,2013,1270
4179522,2004,111
6124017,2015,601
7368237,2008,653
11740102,2003,1270
5647108,2016,368
5517356,2007,342
7159780,2012,509
10385229,2008,808
10359615,2016,1121
12455010,2018,832
4948774,2004,328
4741818,2011,134
13785278,2023,1536
12248069,2023,1436
7632809,2002,615
7459985,2010,605
9835201,2018,986
8021532,2006,1003
12341371,2017,1227
13948853,2004,1083
14615205,2005,877
13967685,2015,969
9584562,2018,878
13290850,2013,1038
7392628,2006,691
7736666,2011,582
7776346,2000,488
13462205,2015,912
13637005,2012,1671
5898953,2006,662
3871882,2002,562
14377833,2022,1468
13038414,2021,1076
13764876,2004,1620
13674783,2004,1240
8723890,2013,826
5251349,2013,446
6891196,2010,77
4178899,2011,581
8111515,2004,820
4652976,2008,445
9580521,2013,849
14583352,2009,1382
14257796,2007,1137
3368258,2010,356
12999811,2006,842
8088930,2002,757
11315447,2001,1161
8020706,2021,676
10886838,2018,1073
10440800,2006,717
14301229,2001,1037
6667815,2012,628
7266460,2016,769
11871493,2004,614
12487791,2017,1271
13148456,2016,1056
11412954,2003,989
4614625,2021,192
12227573,2015,897
5245755,2021,604
3803037,2008,320
14438503,2021,1214
13929598,2021,1241
12078471,2007,1221
14092136,2002,1412
12734756,2001,1141
14236087,2019,1609
5696189,2013,653
6839355,2013,677
4644320,2000,403
7165181,2012,754
5385052,2005,515
5503632,2022,647
13039562,2020,1427
5084756,2012,278
6857085,2004,409
8073522,2004,582
5571619,2016,641
9351792,2000,504
4557562,2006,445
6814786,2000,665
4503264,2013,553
9513675,2008,895
4571705,2012,188
13977664,2013,1013
8582185,2016,527
5029400,2012,348
6495038,2004,538
5372184,2023,278
11376875,2023,1387
6091705,2010,308
10014949,2000,1203
13924196,2004,1600
8926742,2003,987
13964487,2008,1085
12827254,2018,1259
7216348,2014,403
12525791,2010,1375
14158446,2020,1275
4704414,2017,339
10348457,2017,657
4205973,2000,50
9714839,2003,648
12285730,2002,1400
6894372,2000,535
27282773,2008,2460
24725562,2011,2572
14930642,2013,1891
32267241,2002,3705
4354485,2013,226
8153012,2004,344
14939004,2024,2053
5480840,2000,839
12272035,2009,1164
16747551,2014,1141
26949071,2021,2942
24086306,2001,2190
6583142,2003,558
10452537,2000,1149
3889119,2007,370
10163029,2009,651
19976248,2007,1730
11130156,2004,1166
12409605,2015,1260
13297402,2014,1284
16658709,2010,1824
20979255,2010,1806
19765497,2004,1889
7514145,2004,50
8836337,2002,699
9298798,2016,998
13194789,2005,1100
16704115,2011,1390
5747445,2018,328
6656696,2023,763
11661875,2000,1193
7233257,2002,792
27850318,2021,1788
19492470,2019,1744
8444553,2022,698
13408575,2007,1149
13562064,2020,1072
11995809,2006,1004
5681074,2024,632
9701564,2016,456
14137019,2015,1789
30062130,2021,3040
7134713,2015,623
22730297,2023,2465
5649910,2006,253
16561874,2001,1316
7408972,2015,634
7285707,2017,898
6151311,2005,530
13356427,2001,1340
24814710,2004,2054
14960830,2011,1512
16397271,2000,2026
21075001,2016,2321
24351443,2019,2226
8179079,2024,863
10863920,2019,1119
11768756,2015,1194
30995444,2008,3454
25771193,2000,2877
4488164,2018,361
21502158,2000,2234
23149824,2006,1992
20181669,2018,1532
25373412,2006,2240
13391386,2007,1202
7389929,2007,344
24048019,2012,2587
6481344,unknown,86
11981745,2003,1766
12135959,2023,1482
8872109,2018,741
10735331,2008,973
21732365,2016,2128
3744413,2009,229
13098064,2023,1246
1435105,2008,76
5594718,2011,469
12506758,2006,1186
22045700,2002,1534
15470785,2017,1431
9764296,2014,915
35388090,2023,3378
7179637,2006,595
9459342,,1095
11745614,2012,980
14576373,2007,1400
6022463,2014,744
13220000,2020,1185
28443940,2020,2749
27864650,2024,2548
12040827,2004,1404
12542115,2024,1076
8495354,2008,1019
9684402,2010,849
12200641,2021,893
7558064,2003,799
10533921,2024,882
5982668,2002,626
12442012,2003,435
8033801,2024,717
12779430,2022,1045
27301931,2024,2052
14701199,2004,1188
15924230,2004,1289
3698086,2009,299
17879501,2004,1197
24957163,2011,2452
13010297,2003,1546
7315505,,700
14424450,2004,1549
2338591,2015,306
13447761,2014,1561
13595023,2016,1749
27075667,2005,2291
9057382,2014,662
6196819,2007,676
11281399,2003,1193
13484967,2004,1441
30281131,2002,3763
19814034,2010,1835
13729690,2024,1371
12870236,2018,917
9899470,2016,1364
8332577,2020,677
8965234,2001,740
34903922,2012,3064
6639508,2013,470
17764454,2010,1397
12419366,2010,997
16427020,2012,1087
31255569,2010,2512
9219883,2010,1241
8012357,2001,857
24603348,2006,2674
4542239,2001,560
13211431,2006,1694
3914390,2010,78
9231683,,568
14703169,2008,1117
12979417,2005,1060
28560753,2023,2516
11251161,2005,913
10915819,2017,1040
24873637,2020,2324
30046275,2003,2441
14813290,2023,731
16385896,2001,1199
16821923,2007,1374
6228820,2014,503
10271641,2023,672
12364011,2019,1000
9377822,2004,601
8581323,2020,742
16675470,,1197
1000509,2001,50
9491897,2003,572
10057830,2011,873
11364413,2004,822
28536832,2005,3086
5254282,2009,517
9893905,2010,876
2955798,2003,134
10460340,2017,1032
9044986,2002,956
15603431,2015,1475
15857074,2023,1941
19294142,2007,1942
15957822,2017,1743
17850412,2006,1689
10692570,2008,1124
14948785,2021,1139
29013801,2014,2481
22664973,2017,2238
11904712,2016,1167
15124447,2013,1535
19496072,2012,2187
11460849,2011,695
10371805,2003,715
14650654,2021,1407
8315194,2017,598
19986899,2003,3057
27822456,2022,2828
1145470,2005,56
13817750,2021,1122
22868378,2021,1929
21606186,2006,2012
23361908,2010,2212
5916536,2022,439
5972760,2011,475
4852988,2005,619
12632365,2016,1508
18968660,,1837
21297642,2006,1466
12561578,2001,1283
17729190,2020,2142
4243041,2001,554
14713715,2002,1558
24846094,2008,2910
5124189,2003,449
25929011,2000,2685
20261315,2009,1626
17840827,2006,1740
20738037,2005,2408
23176346,2018,1912
34214226,2002,2718
7010886,2011,637
4521085,2004,350
14940981,2011,1557
10479500,2018,843
24839068,2013,3035
26969701,2023,1923
8243034,2024,984
6365536,2013,425
17329081,2010,1017
22647697,2003,2193
18078636,2002,1582
9408519,2023,608
16245747,2017,976
13067004,2014,1190
30299605,2013,3309
11754770,2004,1212
12144157,2008,1119
17518684,2016,1769
32753433,2008,3041
16646621,2017,1083
8861169,2000,500
18989165,2001,1682
9170929,2005,789
25533784,2018,2741
10058686,2007,1076
14943081,2004,1545
7836794,2011,643
5299507,2020,238
8180593,2018,811
8345494,2002,850
6690705,2005,165
28355675,2016,2245
8893365,2012,654
9904539,2024,919
25517066,2021,2022
11308909,2024,1016
1468763,2024,72
5728704,2002,471
15729980,2009,1229
9889184,2024,750
29718452,2005,2238
21236427,2010,2108
7952373,2007,819
15779911,2008,1217
30505937,2019,3605
10632437,2017,889
26205569,2015,3113
4657264,2007,300
13185662,2012,665
23378868,2011,2331
8828807,2016,842
14811487,2022,1367
11141272,2017,857
8622103,2003,764
23703199,2023,1990
4056837,2011,296
16057654,2003,1732
22405063,2010,2148
27504917,2024,2839
28319127,2015,2526
26155731,2019,2279
24823731,2008,1815
26760858,2013,2321
10826517,2019,204
9121303,2009,694
6496311,2012,556
27434126,2008,2811
16436189,2003,1428
10878780,2012,1066
19892239,2009,1060
10556625,2011,941
8376826,2023,412
7869747,2010,466
23614505,2013,2114
34951014,2018,3980
2137519,2008,200
13800068,2000,1266
17180045,2009,1575
9183562,2016,674
9555973,2000,742
5260121,2005,521
19767466,2007,1334
6097140,2020,633
30691728,2006,2664
6904780,2021,758
27488507,2000,2999
29416941,2018,1925
11481575,2015,901
14917976,2015,1120
9984126,2013,497
18659137,2007,1370
2778177,2018,521
5509869,2020,575
7491834,2000,1025
26584427,2016,2843
13340657,2008,1019
12923560,2013,1078
19581944,2002,2016
12802637,2007,1281
10801523,2008,843
8011192,2022,418
29002787,2010,4281
14547531,2002,1292
9655700,2021,798
2567473,2012,212
12787556,2010,1102
13510399,2022,1267
18712172,2013,2165
5117954,2024,420
20328944,2012,1457
25590812,2019,2307
21747462,2003,1836
24046716,2002,2820
21033458,2008,2382
27856521,2021,2642
24501677,2012,1737
26818262,2024,1940
21029543,2003,1951
25413953,2018,2506
25077396,2004,2168
21211855,2015,1783
26886457,2024,2232
25532604,2005,2362
20385327,2000,1018
24857612,2024,1840
24205090,2010,1985
20155039,2023,2298
21898875,2003,1715
24524184,2014,2352
24580833,2023,2377
23682368,2000,2727
26445976,2012,3022
24138880,2002,2216
23737036,2013,2007
24929074,2014,2032
27396903,2006,2437
26375000,2016,2258
24650831,2004,2522
25371475,2002,2538
26060383,2011,2683
27898817,2000,3182
25388092,2011,3162
26641945,2002,2533
21394935,2012,2395
22237676,2011,1923
20523026,2010,2331
24000694,2017,2665
26198532,2004,2881
23631727,2023,2230
26210706,2004,2140
21972191,2010,1497
25878039,2024,2387
21362240,2020,2555
22501690,2017,1963
25776543,2022,2738
20451841,2023,2199
27379192,2023,2416
21843121,2001,2527
21421539,2009,884
22111482,2007,1574
20624722,2019,1571
24223481,2002,1907
22116145,2012,2179
22831390,2017,2231
20520409,2011,2041
22442512,2021,2313
24165221,,1848
22641843,2011,1618
21135388,2003,2104
20085915,2014,1630
22382025,2001,1460
16994942,2008,1872
23867567,2008,2788
23697145,2013,2835
25154994,2000,2416
26346108,2015,2727
20811668,2021,2431
21274534,2018,1728
25842709,2000,2888
23601411,2002,2301
23430674,2010,2543
22630454,2011,2170
20768002,2018,2399
20801200,2000,2007
25609799,2015,1734
24978087,2009,2938
25123148,2003,1927
25776228,2008,2942
21066825,2007,1915
22345361,2021,2529
20349356,2011,2293
23307580,2011,2335
27898935,2002,2833
26154378,2008,2617
23814265,2024,1383
20569586,2011,1945
16047953,2014,1134
21657437,2016,2070
24081078,2002,1761
27041253,2018,1976
23567591,2022,2839
20780943,2011,2317
24029581,2010,2228
21404544,2000,2051
23656109,2020,2093
20927552,2009,2147
21551535,2020,1738
23578267,2019,2591
20325362,2001,1787
21906122,2022,1867
27461246,2013,2564
22439432,2020,1847
25635765,2020,2525
21376156,2008,1776
24994919,2018,2521
27385585,2013,3105
21265732,2003,1698
21809841,2002,1969
25520004,2005,2571
23502586,2012,2003
23393472,2004,2357
24994587,2022,2558
25493920,2006,2837
