omset,tahun_berdiri,kapasitas_produksi
7533177,2020,1029
2818909,2009,515
25396371,2022,646
6288605,2016,775
11028633,2010,1081
23888304,2018,2372
8894586,2017,253
6482328,2007,1717
16506968,2011,50
25239933,2019,611
12321003,2012,718
6733951,2008,1321
9280405,2014,50
13729090,2014,518
8686270,2021,920
20135293,2016,1118
10216176,2010,557
26308700,2017,2008
11366018,2005,970
17694698,2022,1914
13075371,2022,1574
8266763,2009,563
7556025,2017,699
12569419,2012,680
17725981,2000,1544
13860401,2024,928
1384698,2005,71
27935581,2007,2607
14457181,2024,1808
9942432,2022,50
11972018,2000,868
4474759,2004,63
13985646,2009,547
13273491,2013,989
9713240,2004,762
4506448,2015,432
17874139,2008,50
28196903,2010,648
10210249,2015,1239
16946649,2012,50
27117435,2023,2851
17862775,2010,1247
13630066,2017,1637
26836154,2012,1838
24291149,2000,50
26304893,2001,1763
10891934,2017,1172
25388253,2017,2236
24861205,2024,965
9381762,2005,451
10565629,2022,384
6901023,2022,50
11253281,2021,1325
18396077,2018,50
10434439,2011,246
13217955,2006,128
19217134,2022,50
5727302,2021,493
14504629,2006,1442
28537222,2006,1583
8821942,2007,50
3064323,2024,475
25101117,2020,3106
24317544,2003,529
13759087,2013,607
24160465,2018,2036
4641386,2021,953
12778979,2005,266
6498994,2001,50
6462368,2006,694
6689377,2003,665
6016118,2000,396
14736259,2003,288
8950363,2003,981
4094751,2024,488
20543524,2015,829
16857283,2015,1137
3471887,2014,50
5357121,2003,637
14480425,2003,711
20179713,2015,1223
3589298,2006,220
9283742,2006,608
7056571,2018,802
29236490,2005,2798
10847650,2002,483
27067803,2016,1891
10683710,2006,742
24085170,2004,735
26898916,2003,1329
3154115,2007,164
14814888,2015,1301
28934555,2013,1030
3749781,2022,110
9201606,2018,1553
27923401,2009,2628
11944751,2006,216
14021781,2006,1387
7654386,2022,461
28536454,2001,1698
9165287,2018,552
27859205,2002,3074
7678899,2010,662
9721870,2018,439
13115253,2006,1238
4142228,2012,353
7287652,2022,534
11054244,2003,1168
9410216,2016,629
1344460,2013,94
10076803,2021,184
11528388,2016,295
19960619,2022,64
9396741,2000,50
13022394,2024,208
14237346,2006,587
10110631,2011,1119
4940945,2012,235
9980827,2024,50
34453284,2013,3327
18773131,2005,1837
17799823,2024,1478
10199909,2021,2590
10857302,2022,129
5253603,2020,1095
9005157,2006,147
24867914,2010,1745
29967811,2001,610
14435205,2013,885
5653698,2024,571
8490118,2021,349
24231016,2016,1893
28121542,2016,1419
12329859,2024,573
9447957,2007,242
11404431,2010,1079
3961505,2024,51
6831848,2005,919
28747409,2024,3463
17347808,2006,50
9811689,2016,1318
16749469,2003,3505
24646338,2015,1281
14807100,2018,1223
15082085,2003,1595
14391564,2000,485
7821021,2016,562
8628602,2019,50
6821990,2022,437
26636501,2019,1943
15739707,2017,1204
29761550,2013,3358
25889859,2019,416
7345509,2015,262
8728347,2020,1389
24915372,2004,1724
29080296,2024,1535
14869122,2001,802
9633885,2010,116
8477536,2021,1419
5187528,2015,50
10798443,2024,82
27828893,2018,870
7330675,2006,50
22354734,2001,874
20709079,2020,567
15533368,2000,1311
11431579,2018,239
8126298,2020,828
10094024,2021,1385
11464351,2005,1317
10409719,2005,454
14508551,2000,1163
5880812,2002,50
17624624,2002,1242
26618849,2000,644
9799377,2005,907
15827616,2011,2676
16558700,2017,1475
4208866,2016,50
25294436,2007,1177
16993884,2000,1124
13590409,2005,640
8773354,2006,97
17865013,2009,1156
11960184,2000,50
6912249,2013,50
30497866,2015,2757
12356720,2013,238
30026601,2009,2087
5090549,2002,50
11105705,2012,1458
19723566,2019,741
7614385,2010,240
25946939,2008,2093
6573721,2006,145
9924106,2020,964
14846557,2013,1370
12316721,2021,1099
12538873,2006,1098
9722419,2022,531
31641536,2007,2154
13628211,2012,2221
16927927,2024,1542
10734307,2002,144
25145114,2021,1722
9565640,2010,370
28028660,2022,1943
14343899,2010,87
9921412,2006,210
31941659,2014,3585
7808264,2021,725
14790093,2011,50
17920882,2017,1788
5267357,2006,844
9130513,2021,303
19503964,2005,1752
6039567,2015,50
2600004,2018,50
22091801,2003,2820
10318936,2013,358
12248222,2019,50
13522106,2021,683
26386209,2017,1704
9328558,2015,1277
7314907,2024,504
18092950,2018,1053
16855988,2015,1973
5469095,2022,467
23851187,2005,504
5567888,2020,771
5925347,2008,461
6433410,2015,435
6194538,2022,451
7839167,2023,50
7571367,2021,295
24917990,2000,1925
31719048,2014,1599
6558779,2019,886
15021880,unknown,786
10861968,2006,1019
29161703,2013,1984
8414694,2009,1141
9271606,2004,621
13010764,2015,814
4657721,2020,299
3483912,2024,50
3868700,2003,423
13761611,2018,908
14426927,2014,720
6915221,2016,897
12822480,2020,132
4095706,2014,50
8181268,2013,900
9601696,2010,630
10015316,2002,522
11825481,2012,656
8272987,2021,515
11097795,2007,50
4514857,2014,151
13996602,2001,1646
13741076,2000,308
10229164,unknown,467
9081773,unknown,209
9807589,2024,511
7921507,2003,253
10187273,2003,690
5071298,2004,337
9554515,2017,849
7375501,2001,50
13692691,2015,836
10147180,2017,441
13766651,2006,1125
11266150,2011,324
6484931,2011,682
10836956,2014,1201
13542953,2006,362
12494606,2015,621
13332054,2008,412
14137627,2024,3664
7126758,2017,292
7625587,2019,1184
10244186,2006,50
6201566,2013,50
4367799,2015,50
12402515,2003,50
3737083,2017,115
13319264,2018,479
4975077,2021,50
10055755,2003,1062
7487862,2019,998
10762938,2022,1858
9539754,2008,690
5291168,2014,267
3707023,2011,50
5283015,2022,50
10879156,2024,1021
12525942,2015,91
12360760,2005,60
12564011,2000,1532
5092822,2004,1045
13725263,2013,888
4259760,2013,633
5031150,2003,330
10820757,2001,50
10857477,2013,899
8922660,2009,725
11381302,2019,600
14424830,2013,1202
10428853,2022,1266
13431751,2020,302
6979916,2023,100
14496095,2017,439
7848567,2002,383
3536833,2021,50
9576917,2002,187
3462814,2020,50
3863964,2015,116
6021520,2021,50
5609896,2010,297
14407543,2011,1671
14152024,2009,1155
7251692,2019,1111
11499626,2005,1258
8369052,2017,939
8448735,2001,477
10484980,2024,543
6305185,2004,993
4935456,2023,171
7687975,2003,50
5023948,2018,508
8132652,2013,50
6569359,2018,50
12745433,2007,592
4749719,2009,466
10547389,2024,50
9463279,2003,490
13369421,2005,1475
10988578,2017,50
4539596,2024,837
8859745,2006,50
10234715,2006,1625
13856303,2008,684
8260350,2018,558
5643794,2007,50
13120461,2006,843
8195036,2023,612
5344137,2004,190
10477845,2010,377
5522014,2004,50
10008987,2002,1069
11174223,2011,626
7321239,2010,1168
13349301,2007,304
8656429,2001,410
12911728,2023,1048
8927147,2021,50
9298438,2024,50
3371758,2019,593
10735754,2014,50
14639281,2006,50
3705706,2017,877
9265179,2017,50
11044596,2018,592
9215175,2006,513
4060303,2024,50
10940033,2021,316
4151400,2021,391
6359848,2015,462
4095968,2006,816
12734619,2001,679
14497512,2013,1154
10410737,2008,355
6585414,2002,50
5844405,2021,50
13789166,2013,50
14204009,2010,1468
11898746,2020,50
14176423,2011,1234
5353245,2014,219
6084969,2006,592
12236179,2011,1676
8031108,2013,147
3623158,2009,592
6794612,2019,334
6285329,2012,379
9834786,2018,1924
7192169,2024,50
14461104,2021,1492
8925466,2023,745
11976201,2013,575
10841134,2023,1714
10451246,2017,50
10406482,2004,158
10849380,2016,50
4917433,2018,372
11948186,2010,212
3616543,2011,547
4013187,2021,183
7716072,2003,208
14346451,2002,1031
10668708,2023,385
13925146,2010,287
7561269,2001,2700
5875917,2016,111
3680593,2005,50
11246897,2004,50
13537002,2009,50
11529943,2000,1211
12939668,2008,1458
11008105,2005,854
14324418,2011,793
7917271,2003,339
11322169,2014,422
11513641,2012,503
7555624,2008,925
6925473,2014,581
9038552,2023,660
11622375,2012,1044
11862962,2015,1189
10225759,2024,880
4269057,2004,449
5152771,2010,803
8945285,2007,273
7903520,2010,50
6811471,2012,50
10116521,2010,795
7904089,2001,50
3373600,2009,372
12762214,2016,883
8302329,2023,956
4565676,2015,50
8932168,2021,491
4495033,2018,750
7386956,2012,1171
3637785,2024,50
11881885,2002,959
7559888,2009,641
5277971,2019,386
7471530,2024,391
12777431,2020,1388
4572540,2005,50
11468260,2019,405
3543977,2002,345
14286592,2021,1059
5953514,2004,858
8176422,2017,1005
5539586,2022,113
10765471,2004,1347
3987428,2010,50
6366446,2015,865
7168775,2023,1335
10476619,2016,1253
4161924,2024,316
12763401,2011,469
7160074,2024,50
5532316,2023,489
3553938,2012,50
13015609,2014,441
10528412,2023,50
12876701,2010,336
8813478,2021,623
10332537,2007,812
3826135,2020,50
5138176,2024,785
6398703,2024,241
13778390,2016,123
12700434,2013,749
13488209,2008,1827
13994025,2000,923
6415368,2011,211
8162869,2021,50
13006027,2000,822
10946963,2010,871
10225361,2021,229
13017012,2023,50
12766307,2004,339
9477472,2003,1191
7480918,2011,1192
14291714,2003,506
9664364,2011,877
7782849,2021,50
6964321,2009,961
5587019,2016,469
5601886,2023,632
7459215,2006,50
9499962,2016,989
4508444,2020,294
4639125,2018,629
9538406,2000,1035
14615981,2018,1013
8949325,2024,319
3518477,2022,544
11965202,2010,849
10513653,2020,266
12320628,2015,283
7259914,2018,50
13670786,2014,316
5356317,2000,705
8140456,2016,663
14224232,2012,672
6749682,2001,787
11896916,2017,206
8452121,2017,407
5493990,2000,215
8265838,2024,847
5384033,2016,50
9041233,2002,249
10767251,2018,50
7221495,2015,314
6853797,2013,918
12271834,2022,655
7291508,2014,292
4693312,2012,608
9471303,2008,1286
3678906,2002,182
5853292,2016,566
4603299,2015,50
8322286,2010,1085
5704209,2013,1266
12936334,2023,1295
13516580,2005,50
7838392,2011,138
10283019,2016,869
3976415,2002,50
14108825,2012,1546
9750103,2002,748
6534941,2022,75
6178428,2020,425
4049006,2008,50
13232158,2000,473
10700740,2023,275
11311670,2007,1253
8610199,2023,1437
4742712,2010,50
12388794,2008,50
11853112,2020,626
5852185,2014,50
14176625,2018,858
4223007,2003,569
8030503,2021,1092
13771160,2004,1149
8925901,2005,324
6139843,2002,50
6539203,2019,307
11807981,2017,668
4343016,2024,507
6712449,2008,198
5428819,2011,196
14318715,2001,50
9862776,2008,50
11086273,2016,95
14514561,2020,50
12387410,2002,1047
12882610,2000,493
5068855,2006,110
11776382,2018,244
8281044,2001,50
3809562,2001,742
10879449,2002,173
12643464,2023,672
5293483,2018,50
5739850,2023,845
13200561,2015,745
13450664,2020,257
7241127,2010,218
9128416,2017,1536
13571214,2022,665
7162737,2007,334
11215950,2017,50
13159193,2001,50
4755950,2003,275
9237774,2008,652
9953489,2023,1287
14103334,2012,50
13450222,2021,50
12350878,2011,512
8289069,2004,419
13583557,2012,567
4925161,2001,258
12650234,2013,1096
3449998,2016,50
7702685,2003,771
10353736,2005,1004
13035347,2013,696
10280681,2024,1390
11574824,2010,1579
7791019,2016,773
4602803,2011,50
13964152,2024,1846
5990544,2008,697
8843143,2001,1438
10420021,2003,1395
4313222,2009,828
11259099,2007,1200
14547416,2003,1625
6737978,2019,1271
3770914,2020,260
4436515,2017,50
5280586,2001,171
4485145,2016,338
4083036,2012,199
12422589,2009,50
4951124,2014,50
5220386,2018,50
9661584,2021,966
5574446,2023,1017
14249411,2005,1673
13621196,2007,1490
5974286,2011,379
4057326,2010,50
11582621,2009,610
12158708,2000,453
6440101,2000,238
12109829,2020,934
8017872,2006,658
4490035,2006,565
13552973,2019,862
10499798,2007,50
6854372,2005,160
6744393,2018,489
10242717,2021,1196
10178280,2022,187
5347263,2001,533
12025795,2007,918
10120876,2020,746
4778604,2017,641
8186540,2007,260
7598610,,131
14066969,2022,876
11309039,2022,198
6756367,2016,600
9357329,2017,312
3452604,2005,247
7582460,2007,487
13407962,2005,833
12317117,2001,262
3753271,2003,50
7228695,2017,536
5045200,2023,335
3654556,2007,229
5998880,2004,1125
3400161,2014,50
13846215,2019,779
4642208,2024,50
13842991,2002,1288
8383153,2002,50
8651662,2017,280
13792981,2007,528
4564987,2012,404
13941610,2020,588
9886879,2016,427
8232222,2006,1298
10941222,2012,729
4466452,2008,50
8865674,2006,481
4199594,2017,934
8303511,2006,332
11935417,2021,292
14297871,2020,627
8206094,2022,181
10845529,2004,314
6375922,2004,50
11766955,2021,187
10229251,2000,73
4419372,2024,460
12271335,2009,447
11790730,2010,762
14552978,2023,1956
11136791,2020,1500
10688010,2014,479
11422859,2009,126
11951444,2023,300
11489520,2000,1036
11822290,2005,647
3571485,2021,78
7357009,2014,56
10661333,2014,387
8403568,2021,514
5322250,2016,50
5319849,2022,704
14681583,2002,649
8080470,2012,459
10969114,2020,50
6085733,2000,308
5746291,2010,137
3542259,2024,145
6366094,2000,1071
8060444,2000,490
5972038,2023,50
4910616,2022,50
9289080,2008,885
6349030,2002,992
4272940,2010,332
6746419,2013,732
9546639,2019,997
3396981,2016,661
14453969,2022,50
13252689,2002,1120
7607295,2004,811
6010149,2002,50
9859987,2014,50
6474788,2010,83
8406143,2005,50
11017373,2021,233
8070908,2009,603
10295626,2011,1113
10306530,2012,1282
6833053,2011,50
7728279,2021,155
5233845,2002,928
9571964,2014,907
12087233,2023,886
10461703,2004,891
7016989,2014,295
6006281,2010,542
9643045,2016,258
3814095,2017,386
4672762,2011,50
10865595,2022,324
7647030,2002,78
13167860,2017,634
5775636,2017,50
12382173,2016,555
6700992,2010,50
14109006,2011,1397
12089655,2005,825
7107965,2008,50
9888820,2007,50
8209003,2023,566
10490115,2018,468
14380495,2023,221
11764448,2010,517
7879483,2001,644
9893404,2020,50
14078954,,1053
9208574,2016,167
11050831,2005,601
5791635,2006,253
4959506,2021,86
4343655,2009,50
8201297,2016,419
8594236,2008,1192
12812024,2013,50
10275895,2024,1499
6005295,2012,223
5194168,2001,271
9941407,2005,50
3742834,2005,50
4598602,2018,50
5381363,2005,50
11401675,2001,748
4003625,2013,88
11842806,2016,1733
3626145,2020,50
10576865,2017,853
9571993,2009,762
12152139,2018,175
10305716,2010,958
4025348,2004,132
10776185,2022,50
12322054,2012,1031
9800271,2024,50
10716633,2022,50
13827656,2009,1016
12735881,2014,697
14408446,2013,1259
10286032,2019,1268
10032182,2008,199
10490774,2020,998
9271477,2001,160
5649488,2015,1367
7093947,2005,82
13677846,2020,1304
3388500,2024,513
6820677,2019,482
13567843,2012,206
13462659,2012,497
10365391,2018,50
4279885,2005,325
7798445,2018,609
3821247,2017,229
13491301,2020,50
10365684,2020,50
4650343,2006,50
5025910,2007,428
8658971,2022,513
9608957,2015,645
9290762,2006,815
7554107,2012,50
13411352,2000,1077
12092111,2022,1101
8739606,2010,704
7094543,2001,245
13354268,2012,1737
14204812,2005,1283
13967523,2000,96
4802125,2022,475
8919792,2000,909
11680090,2003,490
13060365,2014,1342
13042347,2024,910
5769642,2012,50
4673461,2003,334
8290700,2012,331
4705027,2008,562
12001172,2009,1415
8833064,2009,486
4322672,2008,866
13209130,2007,513
9189203,2024,1014
14077403,2019,1602
5478719,2018,231
4112231,2021,559
4699741,2007,97
9287652,2017,250
4644918,2012,50
10865396,2010,593
10026122,2021,740
3359001,2003,665
7344274,2016,907
8741624,2010,263
12496656,2001,50
10429987,2008,823
6698104,2001,958
3525468,2002,492
7014091,2010,911
7216644,2007,355
4676889,2007,50
7288895,2024,130
49535696,2010,3803
5760132,2011,223
9375752,2013,672
10060778,2020,459
8681211,2020,463
9277961,2005,181
11146487,2024,1224
8508061,2017,651
5555956,2016,233
12214069,2010,301
11926303,2010,50
7900422,2014,1750
46810525,2022,3242
5476358,2002,50
6520995,2020,668
6532781,2004,680
5359139,2001,301
9595837,2002,1570
8935011,,584
9978382,2008,50
9952167,2017,652
48451159,2015,2973
12071689,2002,171
10985484,2001,980
14057966,2019,50
13931637,2023,1470
13463301,2005,91
6368896,2015,50
9837468,2003,562
13709884,2003,877
6216086,2011,416
8254757,2011,73
14138111,2008,396
13447549,2010,158
4707175,2010,202
7777813,2017,1501
8130879,2011,383
10069971,2012,981
9480262,2010,1219
7090459,2023,163
6944297,2001,318
4090361,2017,1036
10409814,2013,1509
4179522,2004,50
6124017,2015,632
7368237,2008,337
11740102,2003,1293
5647108,2016,50
5517356,2007,50
7159780,2012,50
10385229,2008,266
10359615,2016,998
12455010,2018,268
4948774,2004,125
4741818,2011,50
13785278,2023,1523
12248069,2023,1496
7632809,2002,206
7459985,2010,216
9835201,2018,998
8021532,2006,1170
12341371,2017,815
13948853,2004,255
14615205,2005,50
13967685,2015,141
9584562,2018,554
13290850,2013,374
7392628,2006,441
7736666,2011,151
7776346,2000,50
13462205,2015,270
13637005,2012,1643
5898953,2006,779
3871882,2002,850
14377833,2022,1197
13038414,2021,423
13764876,2004,1752
13674783,2004,970
8723890,2013,563
5251349,2013,363
6891196,2010,50
4178899,2011,810
8111515,2004,759
4652976,2008,336
9580521,2013,581
14583352,2009,989
14257796,2007,277
3368258,2010,434
12999811,2006,50
8088930,2002,489
11315447,2001,934
8020706,2021,380
10886838,2018,697
10440800,2006,260
14301229,2001,327
6667815,2012,406
7266460,2016,827
11871493,2004,50
12487791,2017,1102
13148456,2016,525
11412954,2003,670
4614625,2021,50
12227573,2015,257
5245755,2021,655
3803037,2008,200
14438503,2021,561
13929598,2021,585
12078471,2007,938
14092136,2002,1219
12734756,2001,871
14236087,2019,1466
5696189,2013,689
6839355,2013,672
4644320,2000,357
7165181,2012,703
5385052,2005,356
5503632,2022,802
13039562,2020,1462
5084756,2012,50
6857085,2004,50
8073522,2004,169
5571619,2016,1060
9351792,2000,50
4557562,2006,409
6814786,2000,609
4503264,2013,718
9513675,2008,575
4571705,2012,50
13977664,2013,353
8582185,2016,73
5029400,2012,57
6495038,2004,203
5372184,2023,50
11376875,2023,1562
6091705,2010,50
10014949,2000,1170
13924196,2004,1503
8926742,2003,1292
13964487,2008,570
12827254,2018,1151
7216348,2014,50
12525791,2010,1151
14158446,2020,613
4704414,2017,128
10348457,2017,50
4205973,2000,50
9714839,2003,50
12285730,2002,1348
6894372,2000,110
27282773,2008,1594
24725562,2011,2018
14930642,2013,2307
32267241,2002,3573
4354485,2013,50
8153012,2004,50
14939004,2024,2663
5480840,2000,1169
12272035,2009,770
16747551,2014,385
26949071,2021,2706
24086306,2001,1387
6583142,2003,270
10452537,2000,1234
3889119,2007,311
10163029,2009,50
19976248,2007,727
11130156,2004,899
12409605,2015,1248
13297402,2014,1008
16658709,2010,1738
20979255,2010,1318
19765497,2004,1138
7514145,2004,50
8836337,2002,333
9298798,2016,948
13194789,2005,543
16704115,2011,414
5747445,2018,50
6656696,2023,790
11661875,2000,918
7233257,2002,737
27850318,2021,50
19492470,2019,948
8444553,2022,308
13408575,2007,863
13562064,2020,643
11995809,2006,550
5681074,2024,788
9701564,2016,50
14137019,2015,1905
30062130,2021,2262
7134713,2015,520
22730297,2023,2236
5649910,2006,50
16561874,2001,647
7408972,2015,306
7285707,2017,1019
6151311,2005,284
13356427,2001,956
24814710,2004,518
14960830,2011,1424
16397271,2000,2028
21075001,2016,1764
24351443,2019,1033
8179079,2024,1237
10863920,2019,1161
11768756,2015,846
30995444,2008,2609
25771193,2000,3770
4488164,2018,223
21502158,2000,1666
23149824,2006,901
20181669,2018,433
25373412,2006,1114
13391386,2007,957
7389929,2007,50
24048019,2012,1985
6481344,unknown,50
11981745,2003,2437
12135959,2023,1435
8872109,2018,549
10735331,2008,722
21732365,2016,1384
3744413,2009,50
13098064,2023,808
1435105,2008,50
5594718,2011,249
12506758,2006,894
22045700,2002,491
15470785,2017,881
9764296,2014,616
35388090,2023,2253
7179637,2006,364
9459342,,1237
11745614,2012,428
14576373,2007,1068
6022463,2014,887
13220000,2020,1264
28443940,2020,1588
27864650,2024,1344
12040827,2004,1409
12542115,2024,775
8495354,2008,1159
9684402,2010,686
12200641,2021,54
7558064,2003,756
10533921,2024,434
5982668,2002,639
12442012,2003,50
8033801,2024,578
12779430,2022,569
27301931,2024,758
14701199,2004,762
15924230,2004,501
3698086,2009,239
17879501,2004,350
24957163,2011,1788
13010297,2003,1716
7315505,,532
14424450,2004,1209
2338591,2015,504
13447761,2014,1424
13595023,2016,1957
27075667,2005,1521
9057382,2014,50
6196819,2007,602
11281399,2003,1117
13484967,2004,1207
30281131,2002,3719
19814034,2010,1694
13729690,2024,886
12870236,2018,50
9899470,2016,1858
8332577,2020,248
8965234,2001,356
34903922,2012,2307
6639508,2013,184
17764454,2010,287
12419366,2010,439
16427020,2012,178
31255569,2010,1274
9219883,2010,1629
8012357,2001,817
24603348,2006,2032
4542239,2001,719
13211431,2006,1985
3914390,2010,50
9231683,,50
14703169,2008,131
12979417,2005,712
28560753,2023,1065
11251161,2005,340
10915819,2017,879
24873637,2020,1453
30046275,2003,717
14813290,2023,50
16385896,2001,339
16821923,2007,597
6228820,2014,354
10271641,2023,50
12364011,2019,524
9377822,2004,50
8581323,2020,416
16675470,,398
1000509,2001,50
9491897,2003,50
10057830,2011,395
11364413,2004,50
28536832,2005,2658
5254282,2009,507
9893905,2010,417
2955798,2003,50
10460340,2017,729
9044986,2002,765
15603431,2015,867
15857074,2023,1854
19294142,2007,1230
15957822,2017,1754
17850412,2006,1170
10692570,2008,967
14948785,2021,619
29013801,2014,1153
22664973,2017,1393
11904712,2016,814
15124447,2013,1102
19496072,2012,2024
11460849,2011,50
10371805,2003,101
14650654,2021,1119
8315194,2017,225
19986899,2003,4006
27822456,2022,1892
1145470,2005,50
13817750,2021,528
22868378,2021,719
21606186,2006,1004
23361908,2010,2283
5916536,2022,119
5972760,2011,290
4852988,2005,788
12632365,2016,2686
18968660,,1512
21297642,2006,50
12561578,2001,1078
17729190,2020,2237
4243041,2001,800
14713715,2002,1360
24846094,2008,2778
5124189,2003,299
25929011,2000,1940
20261315,2009,1010
17840827,2006,1170
20738037,2005,1991
23176346,2018,610
34214226,2002,1526
7010886,2011,718
4521085,2004,220
14940981,2011,1490
10479500,2018,503
24839068,2013,3106
26969701,2023,73
8243034,2024,995
6365536,2013,59
17329081,2010,50
22647697,2003,1617
18078636,2002,901
9408519,2023,50
16245747,2017,50
13067004,2014,559
30299605,2013,3098
11754770,2004,911
12144157,2008,828
17518684,2016,1430
32753433,2008,2525
16646621,2017,204
8861169,2000,50
18989165,2001,1070
9170929,2005,340
25533784,2018,2225
10058686,2007,1088
14943081,2004,1361
7836794,2011,329
5299507,2020,50
8180593,2018,774
8345494,2002,685
6690705,2005,50
28355675,2016,997
8893365,2012,143
9904539,2024,491
25517066,2021,551
11308909,2024,814
1468763,2024,50
5728704,2002,286
15729980,2009,443
9889184,2024,306
29718452,2005,645
21236427,2010,1702
7952373,2007,691
15779911,2008,620
30505937,2019,3669
10632437,2017,399
26205569,2015,3341
4657264,2007,50
13185662,2012,50
23378868,2011,1404
8828807,2016,1064
14811487,2022,1108
11141272,2017,431
8622103,2003,545
23703199,2023,674
4056837,2011,64
16057654,2003,1452
22405063,2010,1796
27504917,2024,2719
28319127,2015,1215
26155731,2019,1507
24823731,2008,519
26760858,2013,809
10826517,2019,50
9121303,2009,345
6496311,2012,297
27434126,2008,2603
16436189,2003,646
10878780,2012,677
19892239,2009,50
10556625,2011,728
8376826,2023,50
7869747,2010,50
23614505,2013,1288
34951014,2018,3579
2137519,2008,263
13800068,2000,802
17180045,2009,1208
9183562,2016,54
9555973,2000,335
5260121,2005,521
19767466,2007,398
6097140,2020,556
30691728,2006,1562
6904780,2021,765
27488507,2000,2482
29416941,2018,50
11481575,2015,207
14917976,2015,518
9984126,2013,50
18659137,2007,270
2778177,2018,1032
5509869,2020,496
7491834,2000,1371
26584427,2016,2751
13340657,2008,508
12923560,2013,486
19581944,2002,1810
12802637,2007,998
10801523,2008,461
8011192,2022,50
29002787,2010,5367
14547531,2002,562
9655700,2021,438
2567473,2012,188
12787556,2010,672
13510399,2022,982
18712172,2013,2378
5117954,2024,302
20328944,2012,98
25590812,2019,1699
21747462,2003,630
24046716,2002,2823
21033458,2008,2510
27856521,2021,1387
24501677,2012,640
26818262,2024,736
21029543,2003,1284
25413953,2018,1670
25077396,2004,1086
21211855,2015,1248
26886457,2024,765
25532604,2005,1595
20385327,2000,50
24857612,2024,247
24205090,2010,1133
20155039,2023,2024
21898875,2003,1029
24524184,2014,1644
24580833,2023,1704
23682368,2000,2172
26445976,2012,3234
24138880,2002,1122
23737036,2013,1048
24929074,2014,807
27396903,2006,1337
26375000,2016,1320
24650831,2004,2134
25371475,2002,1602
26060383,2011,2130
27898817,2000,3222
25388092,2011,3199
26641945,2002,1406
21394935,2012,2048
22237676,2011,814
20523026,2010,1906
24000694,2017,2284
26198532,2004,2573
23631727,2023,1144
26210706,2004,1569
21972191,2010,554
25878039,2024,1962
21362240,2020,2800
22501690,2017,905
25776543,2022,1843
20451841,2023,2152
27379192,2023,938
21843121,2001,2180
21421539,2009,50
22111482,2007,52
20624722,2019,760
24223481,2002,975
22116145,2012,1822
22831390,2017,1888
20520409,2011,1344
22442512,2021,2045
24165221,,486
22641843,2011,466
21135388,2003,1308
20085915,2014,865
22382025,2001,605
16994942,2008,1431
23867567,2008,3463
23697145,2013,2476
25154994,2000,1628
26346108,2015,1985
20811668,2021,2590
21274534,2018,739
25842709,2000,2584
23601411,2002,1852
23430674,2010,2094
22630454,2011,1404
20768002,2018,2488
20801200,2000,1645
25609799,2015,50
24978087,2009,2510
25123148,2003,389
25776228,2008,2587
21066825,2007,1039
22345361,2021,2478
20349356,2011,2369
23307580,2011,1521
27898935,2002,2252
26154378,2008,1853
23814265,2024,50
20569586,2011,1425
16047953,2014,430
21657437,2016,1207
24081078,2002,78
27041253,2018,616
23567591,2022,2738
20780943,2011,1860
24029581,2010,1114
21404544,2000,1489
23656109,2020,1040
20927552,2009,2100
21551535,2020,670
23578267,2019,2048
20325362,2001,1120
21906122,2022,769
27461246,2013,1675
22439432,2020,840
25635765,2020,1811
21376156,2008,1078
24994919,2018,1680
27385585,2013,3240
21265732,2003,920
21809841,2002,1076
25520004,2005,1673
23502586,2012,1268
23393472,2004,1675
24994587,2022,2068
25493920,2006,2123
27810964,2001,1503
20813615,2014,194
22610924,2018,922
27935813,2002,338
24206255,2008,1752
21310391,2018,596
26453437,2011,3924
20919570,2001,2103
21642715,2008,1608
22687492,unknown,2357
20013550,2010,106
27766253,2016,4508
24673023,2019,1064
24674063,2004,1383
27836003,2009,50
21945389,2013,1511
27460096,2013,638
26644101,2023,2083
23386638,2018,1017
20061736,2019,667
25153054,2006,652
23940100,2020,1815
10704336,,50
15746875,2003,538
12067245,2020,1172
24354214,2000,3556
5443503,2015,449
17376929,2023,688
31134621,2024,977
1491250,2018,88
27345852,2019,1239
8365245,2012,897
7771376,2000,643
28744361,2004,2909
27001400,2021,1726
17160325,2010,1912
7190937,2021,367
28703089,2024,1166
11241938,2020,2095
14994900,2006,50
8321623,2000,201
6732280,2011,50
5907291,2024,1315
20351822,2006,2901
10664735,2012,1585
5000124,2008,204
13667419,2023,2224
5494319,2011,503
8852628,2012,958
5317008,2022,377
13539467,2012,725
14911283,2000,954
8692200,2023,331
10622496,2014,997
11219369,2015,822
13638940,2017,879
12236067,2019,1647
8508787,2020,50
6769342,2018,533
13023423,2012,1086
1192161,2016,421
8521702,2018,436
6857476,2024,418
22921156,2017,2234
7416600,2008,1172
13951673,2014,420
20101382,2016,1271
31897528,2009,4115
20045691,2019,50
12618159,2003,134
11597623,2006,1440
5648057,2000,818
27437527,2009,1868
13122699,2004,669
17124205,2005,513
7098757,2014,144
27372386,2016,3573
11622406,2007,292
8253758,2005,462
1477801,2008,50
25445111,2020,2383
9078517,2010,215
2694579,2003,105
28306628,2016,50
15047646,2017,50
2666942,2009,173
7434281,2023,50
18560199,2003,2653
14252722,2002,50
10176339,2010,132
1100083,2022,80
2075978,2002,50
20530652,2012,185
12599871,2006,104
35280338,2004,1033
