status_legalitas,omset,laba
Belum Terdaftar,14291714,1498508.2586470402
Belum Terdaftar,9664364,1974823.3605406159
Belum Terdaftar,7782849,1347434.576215944
Belum Terdaftar,6964321,1422272.2837008326
Belum Terdaftar,5587019,2236559.952949807
Belum Terdaftar,5601886,-701445.4870485602
Belum Terdaftar,7459215,-139658.10083153727
Belum Terdaftar,9499962,1723270.7904582184
Belum Terdaftar,4508444,-325114.11265283264
Belum Terdaftar,4639125,-12873.187807900016
Belum Terdaftar,9538406,3793800.1548263733
Terdaftar,14615981,4559466.368107606
Belum Terdaftar,8949325,-1391796.2131080383
Belum Terdaftar,3518477,357511.59535903635
Terdaftar,11965202,4210482.156889165
Belum Terdaftar,10513653,3366066.835649983
Belum Terdaftar,12320628,-1196991.3350534646
Terdaftar,7259914,230150.46689905226
Belum Terdaftar,13670786,-904515.6305590237
Belum Terdaftar,5356317,-930101.6046382921
Belum Terdaftar,8140456,2167727.372915485
Belum Terdaftar,14224232,5777962.532338174
Belum Terdaftar,6749682,2172502.1688331557
Belum Terdaftar,11896916,-1927156.120223459
Belum Terdaftar,8452121,-478829.14684348647
Belum Terdaftar,5493990,-124982.75487191183
Belum Terdaftar,8265838,2856446.2486763857
Belum Terdaftar,5384033,1381254.3228252432
Terdaftar,9041233,2316910.803295471
Terdaftar,10767251,2474088.010594728
Belum Terdaftar,7221495,2307888.589534145
Belum Terdaftar,6853797,43791.40240771114
Belum Terdaftar,12271834,633413.0363615736
Belum Terdaftar,7291508,2229253.8500855123
Belum Terdaftar,4693312,998525.5414219443
Belum Terdaftar,9471303,2825852.7412634795
Belum Terdaftar,3678906,2866823.914649979
Belum Terdaftar,5853292,1485606.1222262292
Belum Terdaftar,4603299,2473490.5042559784
Belum Terdaftar,8322286,1577991.439079939
Belum Terdaftar,5704209,2674794.8964499384
Belum Terdaftar,12936334,2290490.6699015624
Belum Terdaftar,13516580,536335.7183802412
Belum Terdaftar,7838392,2615219.6871757424
Belum Terdaftar,10283019,2571631.5632053223
Belum Terdaftar,3976415,-352879.1763256162
Terdaftar,14108825,4362423.23232762
Belum Terdaftar,9750103,1784738.1711914055
Belum Terdaftar,6534941,697420.1362649517
Belum Terdaftar,6178428,827799.4933341971
Belum Terdaftar,4049006,884116.461541668
Belum Terdaftar,13232158,4718022.10500015
Belum Terdaftar,10700740,2027652.611471354
Belum Terdaftar,11311670,2850364.231067008
Belum Terdaftar,8610199,2598482.6708889836
Belum Terdaftar,4742712,568347.0937329677
Belum Terdaftar,12388794,1631762.1305098033
Belum Terdaftar,11853112,50511.71417577355
Belum Terdaftar,5852185,1160165.0931931464
Belum Terdaftar,14176625,4206053.174164394
Belum Terdaftar,4223007,-284214.9585991299
Belum Terdaftar,8030503,2915533.4384880583
Belum Terdaftar,13771160,3167586.959088468
Belum Terdaftar,8925901,1226049.3419864473
Belum Terdaftar,6139843,508461.03015609947
Belum Terdaftar,6539203,4137715.0618354864
Belum Terdaftar,11807981,-2452539.350567331
Belum Terdaftar,4343016,805313.5965224414
Belum Terdaftar,6712449,-685611.2799440301
Belum Terdaftar,5428819,1278517.5284824383
Terdaftar,14318715,4899545.428680332
Belum Terdaftar,9862776,-2014513.6352384
Belum Terdaftar,11086273,1198848.0822636303
Belum Terdaftar,14514561,-6419651.176717369
Belum Terdaftar,12387410,1659492.675826375
Belum Terdaftar,12882610,2508088.9231482963
Belum Terdaftar,5068855,1235686.9912118118
Belum Terdaftar,11776382,3974858.983808378
Belum Terdaftar,8281044,244575.19644162536
Belum Terdaftar,3809562,315831.03496521164
Belum Terdaftar,10879449,2762625.451863378
Belum Terdaftar,12643464,3774893.786223164
Belum Terdaftar,5293483,359356.78335735213
Belum Terdaftar,5739850,807619.1369272855
Belum Terdaftar,13200561,361211.92893763573
Belum Terdaftar,13450664,5069534.119600098
Terdaftar,7241127,1829957.2446613754
Belum Terdaftar,9128416,2305383.0117918137
Belum Terdaftar,13571214,2752708.290782132
Belum Terdaftar,7162737,1954965.9437027161
Belum Terdaftar,11215950,-2737359.0515368194
Belum Terdaftar,13159193,4710268.512692665
Belum Terdaftar,4755950,1371687.1793637865
Belum Terdaftar,9237774,1044994.1773989785
Belum Terdaftar,9953489,1148501.4652069358
Belum Terdaftar,14103334,1208482.0021868718
Belum Terdaftar,13450222,-998397.8294544291
Belum Terdaftar,12350878,4560604.294635112
Belum Terdaftar,8289069,684490.104443582
Belum Terdaftar,13583557,2998054.399151227
Belum Terdaftar,4925161,2200644.1871534814
Belum Terdaftar,12650234,449601.5582887024
Belum Terdaftar,3449998,-447621.38120413583
Belum Terdaftar,7702685,-1421351.3800836965
Belum Terdaftar,10353736,915726.6252191097
Belum Terdaftar,13035347,1481311.1323265107
Belum Terdaftar,10280681,2924101.88630795
Belum Terdaftar,11574824,3330615.017659367
Belum Terdaftar,7791019,2222234.8951168866
Belum Terdaftar,4602803,4247947.717187975
Terdaftar,13964152,4568096.829234974
Belum Terdaftar,5990544,1944305.0192987004
Belum Terdaftar,8843143,1716231.593461626
Belum Terdaftar,10420021,-860420.556833524
Belum Terdaftar,4313222,1657420.31703408
Belum Terdaftar,11259099,1043342.1543011977
Belum Terdaftar,14547416,4679396.503892491
Belum Terdaftar,6737978,-531396.9393505573
Belum Terdaftar,3770914,-676523.2525628888
Belum Terdaftar,4436515,829568.4109227094
Terdaftar,5280586,1806514.4672178547
Belum Terdaftar,4485145,586259.6521577344
Belum Terdaftar,4083036,539719.4859519966
Belum Terdaftar,12422589,3494414.823143695
Belum Terdaftar,4951124,-192253.04559614626
Belum Terdaftar,5220386,-13970.969989699428
Belum Terdaftar,9661584,2527785.6488169357
Terdaftar,5574446,1031379.653648603
Belum Terdaftar,14249411,2069407.6102683528
Belum Terdaftar,13621196,3731859.308384932
Belum Terdaftar,5974286,3328603.373818047
Belum Terdaftar,4057326,-472976.8124524058
Terdaftar,11582621,3594178.5503941993
Belum Terdaftar,12158708,2942231.427350899
Terdaftar,6440101,4232060.985144451
Belum Terdaftar,12109829,1547356.8143431167
Belum Terdaftar,8017872,391856.31005151384
Belum Terdaftar,4490035,180318.30406073364
Belum Terdaftar,13552973,2776282.979630968
Belum Terdaftar,10499798,2282525.070760925
Terdaftar,6854372,1685715.1682246497
Belum Terdaftar,6744393,-137212.1718912758
Belum Terdaftar,10242717,2376837.998375127
Belum Terdaftar,10178280,4211742.280778026
Belum Terdaftar,5347263,1404613.3224090221
Belum Terdaftar,12025795,2002413.218646282
Belum Terdaftar,10120876,3567964.9796879115
Belum Terdaftar,4778604,-1047939.2936426827
Belum Terdaftar,8186540,2514002.3020642404
Belum Terdaftar,7598610,2484660.5799837974
Belum Terdaftar,14066969,4530273.918108265
Terdaftar,11309039,3927348.232637468
Terdaftar,6756367,2018876.4964407277
Belum Terdaftar,9357329,844769.1872714472
Belum Terdaftar,3452604,1570902.2087995321
Belum Terdaftar,7582460,283240.48434726807
Belum Terdaftar,13407962,3119768.8086287663
Belum Terdaftar,12317117,-1947819.1901102455
Terdaftar,3753271,2430839.1744893705
Belum Terdaftar,7228695,3399909.0382906827
Belum Terdaftar,5045200,2219517.4073074544
Belum Terdaftar,3654556,-620854.7216757217
Belum Terdaftar,5998880,-1166408.8354554079
Belum Terdaftar,3400161,1561164.9269459425
Belum Terdaftar,13846215,4520551.273855075
Belum Terdaftar,4642208,123622.1773742233
Belum Terdaftar,13842991,3860333.5834124214
Terdaftar,8383153,3362943.43396285
Belum Terdaftar,8651662,-1703165.937992645
Belum Terdaftar,13792981,4172952.7178711137
Belum Terdaftar,4564987,214879.74493978807
Belum Terdaftar,13941610,4862422.872834746
Belum Terdaftar,9886879,1413722.015034477
Belum Terdaftar,8232222,2322685.4788300204
Terdaftar,10941222,1305027.5016064756
Belum Terdaftar,4466452,2676490.771752234
Belum Terdaftar,8865674,3191830.7715752344
Belum Terdaftar,4199594,571649.9383610704
Belum Terdaftar,8303511,2571649.1240297495
Belum Terdaftar,11935417,2726838.7199719595
Belum Terdaftar,14297871,5793474.137700796
Belum Terdaftar,8206094,2914652.419630315
Belum Terdaftar,10845529,3949882.382562848
Belum Terdaftar,6375922,3469433.167654577
Belum Terdaftar,11766955,3681882.4488725006
Belum Terdaftar,10229251,1970261.670754894
Terdaftar,4419372,2550536.1219097553
Belum Terdaftar,12271335,2648944.6539176754
Belum Terdaftar,11790730,3583484.4790419727
Belum Terdaftar,14552978,581934.2774545908
Belum Terdaftar,11136791,3987535.265595993
Belum Terdaftar,10688010,1890299.4372316292
Belum Terdaftar,11422859,1240028.3287285306
Belum Terdaftar,11951444,1433125.6875727435
Belum Terdaftar,11489520,-2273571.4304048987
Belum Terdaftar,11822290,536351.8689445453
Belum Terdaftar,3571485,175161.18641372502
Belum Terdaftar,7357009,1638460.3890598733
Belum Terdaftar,10661333,3830754.0923532653
Belum Terdaftar,8403568,3558749.94073026
Belum Terdaftar,5322250,1480555.4952776157
Belum Terdaftar,5319849,2228461.6760618053
Belum Terdaftar,14681583,5060595.356368646
Belum Terdaftar,8080470,-72688.99122092407
Belum Terdaftar,10969114,3300931.882007116
Terdaftar,6085733,29261.17882999475
Belum Terdaftar,5746291,2233026.7756715408
Terdaftar,3542259,-2014573.5126555793
Belum Terdaftar,6366094,-502760.32928022114
Belum Terdaftar,8060444,878785.5622541024
Belum Terdaftar,5972038,673853.451683688
Belum Terdaftar,4910616,2178626.4637972144
Belum Terdaftar,9289080,3293346.1699517467
Terdaftar,6349030,2285533.69583791
Belum Terdaftar,4272940,1979883.587510532
Belum Terdaftar,6746419,1664725.6122333442
Belum Terdaftar,9546639,3015910.5637568086
Belum Terdaftar,3396981,923622.998451333
Belum Terdaftar,14453969,1267449.2296490371
Belum Terdaftar,13252689,2487764.7310144934
Terdaftar,7607295,1039656.3852772943
Belum Terdaftar,6010149,198343.2390160723
Belum Terdaftar,9859987,2566048.192805733
Belum Terdaftar,6474788,1205705.41248311
Terdaftar,8406143,3373896.681810024
Belum Terdaftar,11017373,2133005.2821443873
Terdaftar,8070908,2249763.2411087584
Belum Terdaftar,10295626,4255027.511561252
Belum Terdaftar,10306530,-678192.5549956597
Belum Terdaftar,6833053,3266209.7850972824
Belum Terdaftar,7728279,-684518.0856298296
Belum Terdaftar,5233845,2085154.3355005053
Belum Terdaftar,9571964,733289.8322972988
Terdaftar,12087233,3350295.9441834595
Belum Terdaftar,10461703,2956755.0892198067
Belum Terdaftar,7016989,1498644.5771177588
Belum Terdaftar,6006281,1440070.311915475
Belum Terdaftar,9643045,756561.0408535602
Belum Terdaftar,3814095,161834.6888983046
Belum Terdaftar,4672762,2176210.1026943154
Belum Terdaftar,10865595,-1019731.6092818918
Belum Terdaftar,7647030,708256.5205534084
Belum Terdaftar,13167860,3061027.278693811
Belum Terdaftar,5775636,1787417.2251100214
Belum Terdaftar,12382173,3807456.4460564284
Belum Terdaftar,6700992,-194851.95619463664
Belum Terdaftar,14109006,4549703.867831914
Belum Terdaftar,12089655,4387641.261635359
Belum Terdaftar,7107965,1953487.5970174398
Terdaftar,9888820,2503826.487983648
Belum Terdaftar,8209003,1396026.5817217152
Belum Terdaftar,10490115,3564656.0163717456
Belum Terdaftar,14380495,5814088.592536312
Belum Terdaftar,11764448,494750.6946999382
Belum Terdaftar,7879483,3023619.6586417775
Belum Terdaftar,9893404,2949307.3043944407
Belum Terdaftar,14078954,2736967.730094768
Belum Terdaftar,9208574,2433519.0237631765
Belum Terdaftar,11050831,2250731.326916961
Belum Terdaftar,5791635,999055.5621954673
Belum Terdaftar,4959506,66890.6177389177
Belum Terdaftar,4343655,1172957.4331198744
Belum Terdaftar,8201297,1509037.7818279844
Belum Terdaftar,8594236,3298434.2327682683
Terdaftar,12812024,4072640.160598138
Terdaftar,10275895,3313695.2640396557
Belum Terdaftar,6005295,1293946.5898203454
Belum Terdaftar,5194168,2130741.280452137
Belum Terdaftar,9941407,1014882.6171163368
Belum Terdaftar,3742834,2534976.7013122905
Belum Terdaftar,4598602,144785.84878148022
Belum Terdaftar,5381363,-111509.54816964897
Belum Terdaftar,11401675,-152608.46151190507
Belum Terdaftar,4003625,-878500.6192924357
Belum Terdaftar,11842806,4226011.614820252
Belum Terdaftar,3626145,701542.1288993518
Belum Terdaftar,10576865,4380835.991775595
Belum Terdaftar,9571993,603146.8752862471
Belum Terdaftar,12152139,4391103.154745501
Belum Terdaftar,10305716,2544920.198706684
Belum Terdaftar,4025348,1232718.989207763
Belum Terdaftar,10776185,1354969.371176212
Terdaftar,12322054,2940334.448937556
Belum Terdaftar,9800271,5527330.435404487
Belum Terdaftar,10716633,1533080.01527258
Belum Terdaftar,13827656,-141115.86570261122
Belum Terdaftar,12735881,2730026.242276652
Belum Terdaftar,14408446,4234629.638195308
Belum Terdaftar,10286032,2028409.6677053222
Terdaftar,10032182,4075269.859708311
Belum Terdaftar,10490774,1978511.2884316738
Belum Terdaftar,9271477,3066930.043199166
Belum Terdaftar,5649488,165831.37558521074
Belum Terdaftar,7093947,1768305.3215393648
Belum Terdaftar,13677846,327323.4842247283
Belum Terdaftar,3388500,1287749.777030286
Belum Terdaftar,6820677,-199383.3240900084
Belum Terdaftar,13567843,5440961.281490104
Belum Terdaftar,13462659,-1365019.2476160415
Belum Terdaftar,10365391,1782407.0255934957
Belum Terdaftar,4279885,-1420432.0206883769
Terdaftar,7798445,2589886.108451054
Belum Terdaftar,3821247,-137321.15789363824
Belum Terdaftar,13491301,2699058.794719462
Belum Terdaftar,10365684,1426964.34208156
Belum Terdaftar,4650343,1772923.5841719164
Belum Terdaftar,5025910,879084.4641180865
Terdaftar,8658971,-548000.8113780987
Belum Terdaftar,9608957,4711596.7324371785
Belum Terdaftar,9290762,2905781.9276229036
Belum Terdaftar,7554107,2779591.227714219
Belum Terdaftar,13411352,4166327.7256899583
Belum Terdaftar,12092111,2529757.0117453155
Belum Terdaftar,8739606,1528108.5196403144
Belum Terdaftar,7094543,996005.4112587165
Belum Terdaftar,13354268,3044866.3185951253
Belum Terdaftar,14204812,4084790.567705722
Belum Terdaftar,13967523,2248838.833113357
Belum Terdaftar,4802125,-168864.62389172893
Belum Terdaftar,8919792,-492558.31902244105
Belum Terdaftar,11680090,988287.8850887346
Belum Terdaftar,13060365,-2398727.6948103
Belum Terdaftar,13042347,2566756.4856934124
Belum Terdaftar,5769642,-1236475.8108137194
Belum Terdaftar,4673461,771284.8167408042
Belum Terdaftar,8290700,-500015.98588056385
Belum Terdaftar,4705027,1610111.0501804482
Belum Terdaftar,12001172,2299729.206493656
Belum Terdaftar,8833064,2843514.0232809274
Belum Terdaftar,4322672,2095368.814850186
Terdaftar,13209130,3394990.783885801
Belum Terdaftar,9189203,650122.0364578138
Belum Terdaftar,14077403,4171660.58167735
Belum Terdaftar,5478719,2378097.3559779376
Belum Terdaftar,4112231,1362440.618353111
Belum Terdaftar,4699741,741177.2694378063
Belum Terdaftar,9287652,18964.489218348346
Belum Terdaftar,4644918,1531247.7387645617
Belum Terdaftar,10865396,3495716.0942150755
Belum Terdaftar,10026122,3486367.430908398
Belum Terdaftar,3359001,639215.3864232985
Belum Terdaftar,7344274,3774168.6739950255
Belum Terdaftar,8741624,3262824.3109296714
Belum Terdaftar,12496656,3826705.260025006
Belum Terdaftar,10429987,1111268.8700616932
Belum Terdaftar,6698104,2885425.8235240737
Belum Terdaftar,3525468,-323022.83694461023
Belum Terdaftar,7014091,-4902.613854764029
Belum Terdaftar,7216644,2237392.799424455
Belum Terdaftar,4676889,2593071.2731143436
Belum Terdaftar,7288895,1504232.7933230016
Terdaftar,49535696,14753414.856566118
Belum Terdaftar,5760132,1771627.2639417832
Belum Terdaftar,9375752,3332256.032515955
Belum Terdaftar,10060778,2753883.981136235
Belum Terdaftar,8681211,3120769.2483911486
Belum Terdaftar,9277961,2697986.548931732
Terdaftar,11146487,4355314.35719018
Belum Terdaftar,8508061,3275398.8130978234
Belum Terdaftar,5555956,990820.6617038489
Belum Terdaftar,12214069,-537361.1802221966
Belum Terdaftar,11926303,4892394.49481562
Belum Terdaftar,7900422,-955801.083345371
Terdaftar,46810525,-7064709.55596986
Terdaftar,5476358,881964.4194330283
Belum Terdaftar,6520995,1859226.679851446
Belum Terdaftar,6532781,2074214.060702636
Belum Terdaftar,5359139,87630.28149067331
Belum Terdaftar,9595837,1395071.2622415132
Belum Terdaftar,8935011,1938667.6346382953
Belum Terdaftar,9978382,2654332.545318217
Belum Terdaftar,9952167,978465.9763316025
Belum Terdaftar,48451159,14400077.159295734
Belum Terdaftar,12071689,2223797.737575556
Belum Terdaftar,10985484,3274761.0503751
Belum Terdaftar,14057966,5252666.366180256
Belum Terdaftar,13931637,3844105.8620878644
Belum Terdaftar,13463301,4717367.499644627
Belum Terdaftar,6368896,-1372317.6692438486
Belum Terdaftar,9837468,1932624.4052374
Terdaftar,13709884,4708928.508831091
Belum Terdaftar,6216086,2348116.296429023
Belum Terdaftar,8254757,1857256.4305960224
Belum Terdaftar,14138111,4144082.305709404
Terdaftar,13447549,3670764.4556344943
Belum Terdaftar,4707175,3164576.503916039
Belum Terdaftar,7777813,664525.1079306846
Belum Terdaftar,8130879,898183.8603358796
Belum Terdaftar,10069971,3677428.6007137867
Belum Terdaftar,9480262,-172153.8695319083
Terdaftar,7090459,-1367907.5224886057
Belum Terdaftar,6944297,2852675.8580375733
Belum Terdaftar,4090361,1309015.1276275134
Belum Terdaftar,10409814,3536957.1419446906
Belum Terdaftar,4179522,-585919.6823274706
Belum Terdaftar,6124017,141218.69604794378
Belum Terdaftar,7368237,1715402.6185545637
Belum Terdaftar,11740102,2984741.5891076108
Belum Terdaftar,5647108,3106201.8308092793
Belum Terdaftar,5517356,608540.7413683111
Belum Terdaftar,7159780,2464038.4531063996
Belum Terdaftar,10385229,4309615.683662575
Belum Terdaftar,10359615,1597469.3492502184
Belum Terdaftar,12455010,4977621.372495374
Belum Terdaftar,4948774,1537422.6769419422
Belum Terdaftar,4741818,1851895.0704920287
Belum Terdaftar,13785278,236800.28141697415
Belum Terdaftar,12248069,4287863.96665015
Belum Terdaftar,7632809,1904303.6025877392
Belum Terdaftar,7459985,-1949406.5444126108
Belum Terdaftar,9835201,2018155.3076478858
Belum Terdaftar,8021532,3568201.9005057663
Belum Terdaftar,12341371,3954390.1109060436
Belum Terdaftar,13948853,-610413.4982998607
Belum Terdaftar,14615205,2826844.383470362
Terdaftar,13967685,4276112.599923388
Belum Terdaftar,9584562,-2685689.7936380333
Belum Terdaftar,13290850,1596255.0798429041
Belum Terdaftar,7392628,2197056.871984307
Belum Terdaftar,7736666,317018.39930140437
Belum Terdaftar,7776346,-54273.782477768895
Belum Terdaftar,13462205,3599930.360011718
Belum Terdaftar,13637005,1153305.84219692
Belum Terdaftar,5898953,64770.81927103433
Belum Terdaftar,3871882,-570493.5212362232
Belum Terdaftar,14377833,556552.9261345683
Belum Terdaftar,13038414,-3235837.1644240236
Belum Terdaftar,13764876,3580028.2796535133
Belum Terdaftar,13674783,1831375.735913172
Belum Terdaftar,8723890,-56237.67633573469
Belum Terdaftar,5251349,1756789.400017077
Belum Terdaftar,6891196,1241188.845610822
Belum Terdaftar,4178899,1289966.0467814836
Belum Terdaftar,8111515,1072096.6287522963
Belum Terdaftar,4652976,283715.40160370944
Belum Terdaftar,9580521,-25708.4876676493
Belum Terdaftar,14583352,5062046.691888638
Belum Terdaftar,14257796,3089192.3765856307
Belum Terdaftar,3368258,2622868.022157559
Belum Terdaftar,12999811,3523354.4251824897
Belum Terdaftar,8088930,1668896.1390056119
Belum Terdaftar,11315447,2361958.570982013
Belum Terdaftar,8020706,1145738.9094765855
Belum Terdaftar,10886838,-136441.2895312949
Belum Terdaftar,10440800,1140489.9367113728
Belum Terdaftar,14301229,3055640.304272875
Belum Terdaftar,6667815,-411198.084440056
Belum Terdaftar,7266460,407870.8195001333
Belum Terdaftar,11871493,2555708.6611829707
Belum Terdaftar,12487791,2925888.833227916
Belum Terdaftar,13148456,4483648.865252031
Belum Terdaftar,11412954,2748005.7638920913
Belum Terdaftar,4614625,319800.07553434744
Belum Terdaftar,12227573,688759.5071402884
Belum Terdaftar,5245755,2279613.162863888
Belum Terdaftar,3803037,523424.7889199902
Belum Terdaftar,14438503,4316868.082234956
Belum Terdaftar,13929598,3065352.4198313244
Terdaftar,12078471,3844958.3617242607
Belum Terdaftar,14092136,3612903.8530340646
Belum Terdaftar,12734756,3619609.56545835
Belum Terdaftar,14236087,1565133.1408024335
Belum Terdaftar,5696189,-214676.9645081166
Belum Terdaftar,6839355,3141127.8566281544
Belum Terdaftar,4644320,2578776.5190416323
Belum Terdaftar,7165181,2756046.9261587393
Belum Terdaftar,5385052,1685391.9835964832
Belum Terdaftar,5503632,-1339511.8482045361
Terdaftar,13039562,4336159.732654463
Belum Terdaftar,5084756,1134096.3947711356
Belum Terdaftar,6857085,317953.0662983168
Belum Terdaftar,8073522,-1994239.4296611536
Belum Terdaftar,5571619,1454824.5377187643
Belum Terdaftar,9351792,1356956.5531730456
Belum Terdaftar,4557562,1485693.1459913943
Belum Terdaftar,6814786,2949093.281909841
Belum Terdaftar,4503264,881651.0186824477
Belum Terdaftar,9513675,3127715.335496892
Belum Terdaftar,4571705,624521.1217928197
Belum Terdaftar,13977664,4793732.276731001
Belum Terdaftar,8582185,-2557088.361520014
Belum Terdaftar,5029400,1872610.6121460393
Belum Terdaftar,6495038,2824501.7825792897
Belum Terdaftar,5372184,2080013.1229637298
Belum Terdaftar,11376875,-271585.8143002405
Belum Terdaftar,6091705,-2839792.098794155
Belum Terdaftar,10014949,1380441.8329042257
Belum Terdaftar,13924196,4392001.532018087
Belum Terdaftar,8926742,783536.9473697986
Belum Terdaftar,13964487,2337706.369092199
Belum Terdaftar,12827254,2723448.5605800585
Belum Terdaftar,7216348,3418055.8008522796
Belum Terdaftar,12525791,-2282589.1112015056
Belum Terdaftar,14158446,-1416035.5379241256
Belum Terdaftar,4704414,-876342.2065020124
Belum Terdaftar,10348457,2479494.9653999335
Belum Terdaftar,4205973,-589566.8079899196
Belum Terdaftar,9714839,2758617.209992999
Terdaftar,12285730,6137344.371836304
Terdaftar,6894372,471355.5243008281
Belum Terdaftar,27282773,4542526.651820677
Belum Terdaftar,24725562,5873132.901835142
Belum Terdaftar,14930642,2306863.645314712
Terdaftar,32267241,9531431.585200861
Belum Terdaftar,4354485,1159996.8298318028
Belum Terdaftar,8153012,-618608.0088858261
Belum Terdaftar,14939004,4214045.429994447
Belum Terdaftar,5480840,1841492.7825829973
Belum Terdaftar,12272035,4062564.810042412
Belum Terdaftar,16747551,1367053.9439878915
Terdaftar,26949071,7718962.692269886
Terdaftar,24086306,6276678.3192433175
Terdaftar,6583142,1294170.7564863064
Belum Terdaftar,10452537,563143.4085355842
Belum Terdaftar,3889119,1098168.035383449
Belum Terdaftar,10163029,699796.2993508626
Belum Terdaftar,19976248,-4323918.223778855
Belum Terdaftar,11130156,1665907.7384940025
Belum Terdaftar,12409605,4733931.5156528335
Belum Terdaftar,13297402,3827907.8772264617
Belum Terdaftar,16658709,991934.0541453292
Terdaftar,20979255,6073973.794392266
Belum Terdaftar,19765497,5585390.672302339
Belum Terdaftar,7514145,1286722.0694429053
Belum Terdaftar,8836337,1960188.2307722887
Belum Terdaftar,9298798,2204366.010128854
Belum Terdaftar,13194789,2970932.3017836832
Belum Terdaftar,16704115,4616484.879664694
Belum Terdaftar,5747445,14616.498423149344
Terdaftar,6656696,1494854.0055141696
Belum Terdaftar,11661875,2597425.1092683836
Belum Terdaftar,7233257,-509724.1909693581
Terdaftar,27850318,8409399.303326333
Belum Terdaftar,19492470,4834986.412464317
Belum Terdaftar,8444553,3622734.188958371
Belum Terdaftar,13408575,4718542.443281328
Belum Terdaftar,13562064,4421547.54329013
Belum Terdaftar,11995809,2550096.5539059415
Belum Terdaftar,5681074,129012.79429694428
Belum Terdaftar,9701564,2064778.3802350508
Belum Terdaftar,14137019,1592052.8226022548
Belum Terdaftar,30062130,2510302.8888174547
Belum Terdaftar,7134713,2740427.330473977
Belum Terdaftar,22730297,7472743.756014025
Belum Terdaftar,5649910,-1376386.6910040844
Belum Terdaftar,16561874,5000636.527557188
Belum Terdaftar,7408972,2209697.92131641
Belum Terdaftar,7285707,1381023.5412548147
Belum Terdaftar,6151311,1310550.4454752887
Belum Terdaftar,13356427,2699547.6747638523
Belum Terdaftar,24814710,4463594.577881943
Terdaftar,14960830,4501393.788559768
Belum Terdaftar,16397271,2000936.2505515218
Belum Terdaftar,21075001,5622831.883584343
Belum Terdaftar,24351443,3481768.540035125
Belum Terdaftar,8179079,198392.3623734281
Belum Terdaftar,10863920,2010677.9667652883
Belum Terdaftar,11768756,2299899.120853365
Belum Terdaftar,30995444,9616285.28118318
Belum Terdaftar,25771193,7917027.459044486
Belum Terdaftar,4488164,1307088.5751898503
Belum Terdaftar,21502158,2054018.9989638177
Terdaftar,23149824,7006729.023193521
Belum Terdaftar,20181669,2366809.0729368166
Belum Terdaftar,25373412,5595053.1032399675
Belum Terdaftar,13391386,2913551.609787858
Belum Terdaftar,7389929,1450776.8988910979
Belum Terdaftar,24048019,-107831.71982041851
Belum Terdaftar,6481344,1067964.442633745
Belum Terdaftar,11981745,4548273.759395138
Belum Terdaftar,12135959,4260874.289499454
Belum Terdaftar,8872109,992348.8972007401
Belum Terdaftar,10735331,3053972.191945605
Terdaftar,21732365,6208372.8465528125
Belum Terdaftar,3744413,-770584.3459181823
Belum Terdaftar,13098064,3543526.9932671636
Belum Terdaftar,1435105,1042053.1692398487
Belum Terdaftar,5594718,644080.8317319376
Belum Terdaftar,12506758,2265257.768801902
Belum Terdaftar,22045700,-2477003.07061319
Belum Terdaftar,15470785,3810644.9796627234
Belum Terdaftar,9764296,567434.0603886251
Terdaftar,35388090,11220216.07073176
Belum Terdaftar,7179637,526861.6327623348
Belum Terdaftar,9459342,1491922.1852399549
Belum Terdaftar,11745614,3534381.40712523
Belum Terdaftar,14576373,4146361.097024302
Terdaftar,6022463,3113774.331954878
Belum Terdaftar,13220000,1661641.8782280895
Terdaftar,28443940,6432875.637020921
Belum Terdaftar,27864650,8002924.300517192
Belum Terdaftar,12040827,2080833.1177567695
Belum Terdaftar,12542115,2700587.521787682
Belum Terdaftar,8495354,-117459.79896387312
Belum Terdaftar,9684402,355067.7804047582
Belum Terdaftar,12200641,44362.80088405691
Belum Terdaftar,7558064,989506.0934435292
Belum Terdaftar,10533921,458278.8582749758
Belum Terdaftar,5982668,747767.8611628455
Terdaftar,12442012,1312386.1285402947
Terdaftar,8033801,1891975.010172099
Belum Terdaftar,12779430,1595957.2235481278
Belum Terdaftar,27301931,6232849.487348845
Belum Terdaftar,14701199,3965231.5099030286
Belum Terdaftar,15924230,4302180.234355005
Belum Terdaftar,3698086,92724.84724804829
Terdaftar,17879501,4107108.5037672794
Terdaftar,24957163,5112175.373624562
Belum Terdaftar,13010297,3901781.5657449104
Belum Terdaftar,7315505,-1921226.647753846
Belum Terdaftar,14424450,4184013.931435647
Belum Terdaftar,2338591,-631633.1147112594
Belum Terdaftar,13447761,3802453.8169883313
Belum Terdaftar,13595023,4684438.994324589
Terdaftar,27075667,7808943.154734371
Belum Terdaftar,9057382,2021156.4031997197
Belum Terdaftar,6196819,526706.8064297235
Belum Terdaftar,11281399,2630642.241442388
Terdaftar,13484967,5598769.287692493
Belum Terdaftar,30281131,9137853.952579666
Belum Terdaftar,19814034,3320307.0001490386
Belum Terdaftar,13729690,1936692.478043151
Belum Terdaftar,12870236,825971.4554447009
Belum Terdaftar,9899470,-1214641.706138705
Belum Terdaftar,8332577,2311555.5159809934
Belum Terdaftar,8965234,2465990.672096348
Terdaftar,34903922,11427350.035560643
Belum Terdaftar,6639508,1400559.6243399428
Terdaftar,17764454,5322571.60634351
