id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
288219036,UD. Rian Wisesa,Jasa,4,4,1963512.755,10762938,Shopee,1858,Belum Terdaftar,2022,-545455,228000000,990
288219037,UD. Halim Persada,Jasa,5,4,7948546.477,9539754,Bukalapak,690,Terdaftar,2008,2946996,405000000,996
288219038,UD. Bagas Jaladara,Perdagangan,0,1,5493425.031,5291168,Lazada,267,Belum Terdaftar,2014,1745330,402000000,
288219039,UD. Veronika Tirtayasa,Perdagangan,0,1,1563663.866,3707023,Tokopedia,50,Belum Terdaftar,2011,-1020447,345000000,142
288219040,UD. Yola Putri,Jasa,1,0,8411646.833,5283015,Tokopedia,50,Belum Terdaftar,2022,1855549,87000000,152
288219041,UD. Baim Rejo,Pendidikan,2,4,9427506.284,10879156,Tokopedia,1021,Belum Terdaftar,2024,3271211,462000000,988
288219042,UD. Wenda Gita,Perdagangan,1,1,17052222.65,12525942,Website Sendiri,91,Belum Terdaftar,2015,1457676,72000000,716
288219043,UD. Desta Swargaloka,Jasa,2,1,20694203.45,12360760,Tokopedia,60,Terdaftar,2005,4627789,264000000,172
288219044,UD. Tania Nirmala,Pendidikan,2,3,10016851.99,12564011,Shopee,1532,Belum Terdaftar,2000,2036878,288000000,848
288219045,UD. Maudy Tirta,Pendidikan,3,2,1656780.891,5092822,Bukalapak,1045,Belum Terdaftar,2004,867356,411000000,983
288219046,UD. Qira Nusa,Perdagangan,4,5,11230854.16,13725263,Tokopedia,888,Belum Terdaftar,2013,2299461,480000000,356
288219047,UD. Fani Cahaya,Jasa,0,1,4552023.647,4259760,Tokopedia,633,Belum Terdaftar,2013,2004192,384000000,920
288219048,UD. Kinan Malam,Jasa,3,2,5049396.662,5031150,Shopee,330,Belum Terdaftar,2003,-176045,183000000,191
288219049,UD. Tomi Langit,Jasa,1,1,13649899.36,10820757,Tokopedia,50,Belum Terdaftar,2001,1066012,174000000,727
288219050,UD. Jordi Asih,Perdagangan,2,2,9716654.248,10857477,Tokopedia,899,Belum Terdaftar,2013,3161485,378000000,261
288219051,UD. Kiki Maheswara,Pendidikan,1,1,5072417.403,8922660,Shopee,725,Belum Terdaftar,2009,1207883,69000000,682
288219052,UD. Dito Sudharmo,Jasa,2,2,10085054.11,11381302,Bukalapak,600,Belum Terdaftar,2019,2208243,378000000,871
288219053,UD. Utha Panembahan Damar,Pendidikan,2,3,19538033.22,14424830,Bukalapak,1202,Belum Terdaftar,2013,4729218,309000000,199
288219054,UD. Prananda Sejahtera,Perdagangan,5,4,6762195.052,10428853,Bukalapak,1266,Belum Terdaftar,2022,2994677,108000000,161
288219055,UD. Umar Panji,Perdagangan,2,2,19928129.33,13431751,Shopee,302,Belum Terdaftar,2020,4031260,243000000,273
288219056,UD. Gita Wirajaya,Pendidikan,2,2,10786120.2,6979916,Website Sendiri,100,Belum Terdaftar,2023,2603642,345000000,467
288219057,UD. Lukman Jati,Perdagangan,2,3,22959204.55,14496095,Bukalapak,439,Terdaftar,2017,4854162,432000000,547
288219058,UD. Sinta Santosa,Jasa,0,1,5288288.841,7848567,Tokopedia,383,Terdaftar,2002,1435372,159000000,86
288219059,UD. Haidar Cempaka,Pendidikan,0,1,5314389.12,3536833,Shopee,50,Belum Terdaftar,2021,-1322233,216000000,895
288219060,UD. Vina Kusumatmaja,Perdagangan,2,2,12682266.79,9576917,Bukalapak,187,Belum Terdaftar,2002,2909228,327000000,187
288219061,UD. Tegar Jagadmaya,Pendidikan,0,1,5272380.056,3462814,Website Sendiri,50,Belum Terdaftar,2020,-8904,102000000,754
288219062,UD. Galang Jaya,Pendidikan,1,2,5011554.471,3863964,Website Sendiri,116,Belum Terdaftar,2015,1448411,177000000,364
288219063,UD. Mirna Nirwasita,Jasa,1,2,17385256.9,6021520,Shopee,50,Terdaftar,2021,2451501,186000000,845
288219064,UD. Pardi Kusumatmaja,Pendidikan,1,1,2477935.79,5609896,Tokopedia,297,Belum Terdaftar,2010,507109,321000000,511
288219065,UD. Mirna Trisudira,Pendidikan,3,5,11198275.64,14407543,Shopee,1671,Belum Terdaftar,2011,1913011,186000000,232
288219066,UD. Jasmine Adhi,Pendidikan,2,2,16363886.34,14152024,Shopee,1155,Belum Terdaftar,2009,3980436,510000000,463
288219067,UD. Kevin Binasena,Perdagangan,1,3,5146533.355,7251692,Shopee,1111,Terdaftar,2019,2668292,423000000,173
288219068,UD. Irma Wijaya,Jasa,2,4,5118629.776,11499626,Lazada,1258,Belum Terdaftar,2005,846118,228000000,16
288219069,UD. Tasya Harmoni,Pendidikan,2,2,10293214.1,8369052,Bukalapak,939,Belum Terdaftar,2017,4175384,378000000,398
288219070,UD. Halim Utamaindah,Perdagangan,3,3,2720110.363,8448735,Shopee,477,Belum Terdaftar,2001,80774,327000000,235
288219071,UD. Berlian Jayeng,Jasa,4,4,8682870.194,10484980,Lazada,543,Belum Terdaftar,2024,2462227,483000000,746
288219072,UD. Rangga Pramana,Pendidikan,2,2,7574488.984,6305185,Website Sendiri,993,Terdaftar,2004,3063238,291000000,277
288219073,UD. Viani Saprahan,Jasa,3,2,4847267.468,4935456,Website Sendiri,171,Belum Terdaftar,2023,1110525,,610
288219074,UD. Elok Harapan,Perdagangan,1,0,20315639.66,7687975,Shopee,50,Belum Terdaftar,2003,3891248,258000000,108
288219075,UD. Hanafi Gunawan,Perdagangan,1,3,1000000,5023948,Bukalapak,508,Belum Terdaftar,2018,-187284,402000000,190
288219076,UD. Binar Kencana,Jasa,1,1,10005281.13,8132652,Lazada,50,Belum Terdaftar,2013,1327694,243000000,120
288219077,UD. Livia Surya,Jasa,2,2,8323943.249,6569359,Bukalapak,50,Belum Terdaftar,2018,-1172395,279000000,694
288219078,UD. Jasmine Wijaya,Jasa,2,5,13787789.52,12745433,Tokopedia,592,Belum Terdaftar,2007,3821307,462000000,630
288219079,UD. Panji Artha,Pendidikan,3,2,4378877.545,4749719,Shopee,466,Belum Terdaftar,2009,898869,399000000,938
288219080,UD. Wesly Maju Sella,Jasa,3,3,17328432.04,10547389,Lazada,50,Belum Terdaftar,2024,2673817,210000000,274
288219081,UD. Lutfi Widuri,Jasa,2,5,12408116.92,9463279,Bukalapak,490,Belum Terdaftar,2003,3430962,267000000,377
288219082,UD. Elen Selaras,Jasa,2,3,12867608.77,13369421,Website Sendiri,1475,Belum Terdaftar,2005,2078345,318000000,692
288219083,UD. Binar Saputranegara,Perdagangan,2,2,16220621.57,10988578,Shopee,50,Belum Terdaftar,2017,2348919,327000000,173
288219084,UD. Sani Kencana,Perdagangan,1,2,1000000,4539596,Bukalapak,837,Belum Terdaftar,2024,-1558001,306000000,430
288219085,UD. Juli Sentosa,Jasa,1,1,11143059.22,8859745,Shopee,50,Belum Terdaftar,2006,-3354014,237000000,944
288219086,UD. Zahira Harapan,Perdagangan,4,3,4986147.062,10234715,Shopee,1625,Belum Terdaftar,2006,3309705,432000000,244
288219087,UD. Winda Madusari,Jasa,2,2,17973816.64,13856303,Shopee,684,Belum Terdaftar,2008,4812847,354000000,485
288219088,UD. Daffa Wijaksana,Pendidikan,1,2,7950449.778,8260350,Lazada,558,Belum Terdaftar,2018,2541103,186000000,417
288219089,UD. Olla Sidarta,Jasa,0,1,11852325.93,5643794,Tokopedia,50,Belum Terdaftar,2007,1622230,330000000,288
288219090,UD. Binar Swargaloka,Pendidikan,4,3,11439292.32,13120461,Website Sendiri,843,Belum Terdaftar,2006,730468,291000000,972
288219091,UD. Opik Jagad,Pendidikan,1,2,9116723.526,8195036,Website Sendiri,612,Terdaftar,2023,3113491,195000000,529
288219092,UD. Intan Tri,Pendidikan,1,1,9726996.013,5344137,Bukalapak,190,Belum Terdaftar,2004,1484606,270000000,825
288219093,UD. Zaki Pramudita,Pendidikan,4,3,7582499.346,10477845,Tokopedia,377,Terdaftar,2010,926476,570000000,248
288219094,UD. Oki Jayengpati,Jasa,1,1,7869914.354,5522014,Tokopedia,50,Belum Terdaftar,2004,1225661,351000000,289
288219095,UD. Omar Sulaksana,Perdagangan,1,0,3942048.209,10008987,Website Sendiri,1069,Belum Terdaftar,2002,836273,408000000,256
288219096,UD. Gusti Wira,Perdagangan,3,5,7311204.64,11174223,Website Sendiri,626,Belum Terdaftar,2011,-579310,,519
288219097,UD. Dani Paseban,Perdagangan,2,1,1128075.507,7321239,Shopee,1168,Belum Terdaftar,2010,583415,411000000,143
288219098,UD. Tama Sumirat Yola,Jasa,2,3,17427689.8,13349301,Tokopedia,304,Belum Terdaftar,2007,2084098,285000000,784
288219099,UD. Kanza Utama,Pendidikan,1,2,11313191.04,8656429,Shopee,410,Belum Terdaftar,2001,-609580,255000000,29
288219100,UD. Sinta Gemilang,Jasa,2,2,12968256.63,12911728,Bukalapak,1048,Belum Terdaftar,2023,3548949,141000000,448
288219101,UD. Jibril Saprahan,Pendidikan,4,4,17108422.53,8927147,Tokopedia,50,Belum Terdaftar,2021,211651,336000000,189
288219102,UD. Harun Arsana,Pendidikan,2,2,10712557.25,9298438,Website Sendiri,50,Terdaftar,2024,1031310,369000000,581
288219103,UD. Lando Jatiwangi,Perdagangan,1,1,1578296.787,3371758,Shopee,593,Belum Terdaftar,2019,760982,258000000,740
288219104,UD. Jodi Kalbu,Pendidikan,2,2,13690142.76,10735754,Website Sendiri,50,Belum Terdaftar,2014,-111046,81000000,42
288219105,UD. Desta Bangun,Perdagangan,5,3,27288497.77,14639281,,50,Belum Terdaftar,2006,3184988,459000000,645
288219106,UD. Valen Adiwarna,Pendidikan,1,2,3206387.224,3705706,Bukalapak,877,Terdaftar,2017,1692271,105000000,395
,UD. Jaya Bagaskara,Jasa,2,5,16665684.08,9265179,Shopee,50,Belum Terdaftar,2017,2973735,393000000,34
288219108,UD. Qira Setia,Jasa,2,3,11729331.16,11044596,Tokopedia,592,Belum Terdaftar,2018,3900944,309000000,972
288219109,UD. Lono Jati Tania,Jasa,2,3,8070276.386,9215175,Bukalapak,513,Terdaftar,2006,1338085,201000000,251
288219110,UD. Tasya Mulya,Perdagangan,1,1,14473577.76,4060303,Shopee,50,Belum Terdaftar,2024,546078,279000000,659
288219111,UD. Maudy Madusari,Jasa,2,3,11141139.12,10940033,Bukalapak,316,Belum Terdaftar,2021,2868607,198000000,45
288219112,UD. Hasna Wisesa,Pendidikan,1,1,6261449.385,4151400,Lazada,391,Belum Terdaftar,2021,2362103,348000000,599
288219113,UD. Livia Sangkala Vito,Perdagangan,5,3,6381061.188,6359848,Tokopedia,462,Belum Terdaftar,2015,1958502,282000000,939
288219114,UD. Grego Sukma,Perdagangan,1,1,2336146.195,4095968,Lazada,816,Belum Terdaftar,2006,1021794,108000000,515
288219115,UD. Yasir Bagaskara,Jasa,4,4,15399860.21,12734619,Website Sendiri,679,Belum Terdaftar,2001,1990673,207000000,423
288219116,UD. Oki Selaras,Jasa,3,6,10857664.55,14497512,Lazada,1154,Belum Terdaftar,2013,-1804667,210000000,632
288219117,UD. Adinda Kinarya Tomi,Pendidikan,3,2,17706352.29,10410737,Website Sendiri,355,Belum Terdaftar,2008,2615766,507000000,231
288219118,UD. Priska Kamajaya Shinta,Jasa,2,5,12190869.58,6585414,Lazada,50,Belum Terdaftar,2002,2221062,114000000,533
288219119,UD. Ujang Wening,Jasa,0,1,9817490.746,5844405,Lazada,50,Belum Terdaftar,2021,-283406,537000000,882
288219120,UD. Mirna Putri Sella,Perdagangan,0,1,24151345.11,13789166,Shopee,50,Terdaftar,2013,3898259,393000000,915
288219121,UD. Echa Cerah,Pendidikan,5,5,11592754.33,14204009,Bukalapak,1468,Belum Terdaftar,2010,4392827,unknown,885
288219122,UD. Salsa Bangun,Perdagangan,2,2,23577468.12,11898746,Website Sendiri,50,Terdaftar,2020,858516,360000000,451
288219123,UD. Nara Ratu,Perdagangan,3,5,12020003.09,14176423,Lazada,1234,Belum Terdaftar,2011,3367072,471000000,851
288219124,UD. Pandu Kencana,Jasa,4,3,3064951.789,5353245,Website Sendiri,219,Belum Terdaftar,2014,-366546,237000000,435
288219125,UD. Inten Ananta,Jasa,2,1,4085094.191,6084969,Website Sendiri,592,Belum Terdaftar,2006,79511,351000000,587
288219126,UD. Putra Anugerah,Jasa,4,4,6631499.675,12236179,Lazada,1676,Belum Terdaftar,2011,3051693,180000000,566
288219127,UD. Tami Abdi,Perdagangan,1,2,12942895.3,8031108,Tokopedia,147,Belum Terdaftar,2013,2453747,156000000,224
288219128,UD. Halimah Jati,Jasa,2,1,2211439.958,3623158,Tokopedia,592,Terdaftar,2009,-295790,297000000,338
288219129,UD. Tami Saprahan,Jasa,2,2,5207974.768,6794612,Tokopedia,334,Belum Terdaftar,2019,-827938,78000000,384
288219130,UD. Zahira Utama,Jasa,3,4,2277585.597,6285329,Tokopedia,379,Belum Terdaftar,2012,80922,267000000,675
288219131,UD. Gadis Yudhistira,Perdagangan,1,2,7703251.48,9834786,Tokopedia,1924,Belum Terdaftar,2018,4463977,363000000,754
288219132,UD. Yola Wibawa Qayla,Jasa,0,1,14223649.74,7192169,Bukalapak,50,Belum Terdaftar,2024,2726679,213000000,811
288219133,UD. Zahra Karya,Perdagangan,2,2,10624905.04,14461104,Bukalapak,1492,Belum Terdaftar,2021,2069352,318000000,923
288219134,UD. Jafar Kusumah,Jasa,2,1,9268601.441,8925466,Lazada,745,Belum Terdaftar,2023,959496,219000000,795
288219135,UD. Jihan Ratu Panji,Jasa,1,1,14096627.19,11976201,Bukalapak,575,Belum Terdaftar,2013,2148622,192000000,802
288219136,UD. Inten Sasmita,Perdagangan,1,1,5861276.866,10841134,Bukalapak,1714,Belum Terdaftar,2023,3336931,171000000,332
288219137,UD. Kevin Jati,Perdagangan,2,4,25610089.48,10451246,Website Sendiri,50,Belum Terdaftar,2017,4623976,216000000,504
288219138,UD. Intan Bagaskara Putra,Pendidikan,3,4,13270607.3,10406482,Lazada,158,Belum Terdaftar,2004,3301525,447000000,729
288219139,UD. Dora Winata Zidanar,Jasa,2,3,19061808.33,10849380,Shopee,50,Belum Terdaftar,2016,3842339,468000000,153
288219140,UD. Gerry Trisudira,Jasa,0,1,6346532.023,4917433,Lazada,372,Belum Terdaftar,2018,2345781,453000000,294
288219141,UD. Hanafi Resmi,Jasa,2,3,20256562.99,11948186,Bukalapak,212,Belum Terdaftar,2010,3918189,324000000,821
288219142,UD. Tegar Surapati,Perdagangan,1,0,2720901.292,3616543,Website Sendiri,547,Terdaftar,2011,956794,186000000,839
288219143,UD. Jafar Kusumasari,Pendidikan,1,2,4239201.126,4013187,Bukalapak,183,Belum Terdaftar,2021,1170072,480000000,956
288219144,UD. Bambang Adhi,Jasa,1,1,11291022.27,7716072,Shopee,208,Terdaftar,2003,3092462,225000000,921
288219145,UD. Mika Utama,Pendidikan,4,7,14220888.56,14346451,Tokopedia,1031,Belum Terdaftar,2002,2795507,153000000,751
288219146,UD. Veronika Panembahan,Jasa,0,1,14799480.35,10668708,Shopee,385,Belum Terdaftar,2023,817311,264000000,519
288219147,UD. Lana Radhitya,Perdagangan,2,1,22901346.77,13925146,Bukalapak,287,Belum Terdaftar,2010,4728641,285000000,608
288219148,UD. Fanny Radhitya,Pendidikan,1,2,3957248.787,7561269,Bukalapak,2700,Belum Terdaftar,2001,2864986,471000000,572
288219149,UD. Leni Asri,Pendidikan,1,3,6024532.465,5875917,Shopee,111,Belum Terdaftar,2016,-291382,78000000,562
288219150,UD. Khayla Kusen,Perdagangan,2,3,7483389.399,3680593,Lazada,50,Terdaftar,2005,523028,276000000,812
288219151,UD. Wahyu Anindita,Jasa,1,0,17703015.97,11246897,Shopee,50,Belum Terdaftar,2004,4154700,183000000,180
288219152,UD. Kirana Tunggal,Perdagangan,4,3,21038052.23,13537002,Website Sendiri,50,Belum Terdaftar,2009,3486916,240000000,731
288219153,UD. Indah Cinta,Pendidikan,1,0,8233599.557,11529943,Website Sendiri,1211,Terdaftar,2000,1721910,165000000,134
288219154,UD. Salsa Prabawa,Jasa,2,4,14825044.99,12939668,Lazada,1458,Belum Terdaftar,2008,4608127,51000000,176
288219155,UD. Novi Suryaputra,Pendidikan,3,2,12436745.1,11008105,Lazada,854,Belum Terdaftar,2005,2171666,324000000,97
288219156,UD. Jojo Sulaksana,Pendidikan,3,4,17363968.74,14324418,Lazada,793,Terdaftar,2011,4599114,246000000,919
288219157,UD. Opik Jayengprana,Pendidikan,2,1,8112919.211,7917271,Shopee,339,Belum Terdaftar,2003,1877973,387000000,240
288219158,UD. Ony Ananta,Pendidikan,3,4,12824644.09,11322169,Shopee,422,Belum Terdaftar,2014,1460516,213000000,126
288219159,UD. Suci Bratadikara,Perdagangan,2,3,14062861.44,11513641,Website Sendiri,503,Terdaftar,2012,4321752,507000000,39
288219160,UD. Verdi Adyatma,Pendidikan,0,1,5318263.412,7555624,Shopee,925,Terdaftar,2008,726819,327000000,793
288219161,UD. Kamil Asih,Pendidikan,2,2,4658638.968,6925473,Bukalapak,581,Belum Terdaftar,2014,318856,288000000,857
288219162,UD. Riyan Jayabaya,Pendidikan,1,1,10439243.4,9038552,Lazada,660,Terdaftar,2023,3927340,219000000,240
288219163,UD. Tiara Wirajaya,Jasa,4,3,9971275.233,11622375,Tokopedia,1044,Belum Terdaftar,2012,3668313,387000000,98
288219164,UD. Kamil Saputrautama,Pendidikan,3,4,6885033.698,11862962,Tokopedia,1189,Belum Terdaftar,2015,-1416512,207000000,118
,UD. Raka Utama,Perdagangan,0,1,10309876.12,10225759,Lazada,880,Belum Terdaftar,2024,82326,288000000,300
288219166,UD. Dea Cempaka,Jasa,3,4,6126273.828,4269057,Lazada,449,Belum Terdaftar,2004,2054953,249000000,524
288219167,UD. Pardi Abadi,Perdagangan,2,3,1000000,5152771,Shopee,803,Belum Terdaftar,2010,257530,288000000,878
288219168,UD. Tasya Jagadmaya,Jasa,2,6,11170306.54,8945285,Bukalapak,273,Belum Terdaftar,2007,2483132,294000000,242
288219169,UD. Owen Cerah,Perdagangan,1,2,10512858.59,7903520,Website Sendiri,50,Belum Terdaftar,2010,2124373,417000000,11
288219170,UD. Eni Damai,Pendidikan,1,1,12076746.92,6811471,Website Sendiri,50,Belum Terdaftar,2012,2297534,294000000,182
288219171,UD. Vino Adiwangsa,Perdagangan,3,4,10982787.78,10116521,Bukalapak,795,Belum Terdaftar,2010,3666965,375000000,530
288219172,UD. Uchie Ilir,Perdagangan,2,5,15212526.55,7904089,Shopee,50,Belum Terdaftar,2001,-117591,360000000,896
288219173,UD. Guntur Makmur,Perdagangan,1,1,1000000,3373600,Tokopedia,372,Belum Terdaftar,2009,-480671,312000000,612
288219174,UD. Fitri Wiyata Fanny,Jasa,0,1,15911481.57,12762214,Lazada,883,Belum Terdaftar,2016,2878770,276000000,954
288219175,UD. Baim Persada,Jasa,1,1,2473562.569,8302329,Shopee,956,Belum Terdaftar,2023,1074229,414000000,285
288219176,UD. Juli Utama Grego,Pendidikan,2,1,6651463.441,4565676,Tokopedia,50,Belum Terdaftar,2015,1313210,375000000,54
288219177,UD. Khalid Permai Carissa,Perdagangan,1,1,9359001.589,8932168,Shopee,491,Belum Terdaftar,2021,2547670,159000000,442
288219178,UD. Yessi Adiwangsa,Pendidikan,0,1,3275477.418,4495033,Shopee,750,Belum Terdaftar,2018,108525,360000000,73
288219179,UD. Vita Kawiswara,Pendidikan,2,1,8376141.001,7386956,Lazada,1171,Belum Terdaftar,2012,124736,363000000,919
288219180,UD. Jodi Buana,Jasa,0,1,12370904.36,3637785,Shopee,50,Belum Terdaftar,2024,3792443,342000000,788
288219181,UD. Hanafi Suryaputra,Jasa,3,3,6964992.719,11881885,Bukalapak,959,Belum Terdaftar,2002,1931128,453000000,245
288219182,UD. Tegar Puri,Pendidikan,1,1,9179769.62,7559888,Shopee,641,Belum Terdaftar,2009,3104106,273000000,341
288219183,UD. Utami Mandala,Perdagangan,2,1,4154619.886,5277971,Website Sendiri,386,Belum Terdaftar,2019,1427144,318000000,442
288219184,UD. Tono Sulaksana,Pendidikan,2,3,10918595.08,7471530,Lazada,391,Terdaftar,2024,3289314,384000000,826
288219185,UD. Clarissa Terang,Perdagangan,3,4,10046382.11,12777431,Bukalapak,1388,Belum Terdaftar,2020,4790492,123000000,610
288219186,UD. Gita Wangi,Jasa,2,1,13261529.31,4572540,Bukalapak,50,Belum Terdaftar,2005,2037236,498000000,575
288219187,UD. Yoga Manik,Perdagangan,2,2,14284771.5,11468260,Website Sendiri,405,Belum Terdaftar,2019,-2181675,477000000,906
288219188,UD. Bulan Wibawa,Pendidikan,0,1,1000000,3543977,Website Sendiri,345,Belum Terdaftar,2002,-171788,129000000,485
288219189,UD. Thariq Pelangi Vincent,Pendidikan,2,6,14217852.28,14286592,Bukalapak,1059,Belum Terdaftar,2021,5213627,381000000,404
288219190,UD. Tasya Wisnu,Perdagangan,1,1,3760567.059,5953514,Tokopedia,858,Belum Terdaftar,2004,1139564,unknown,816
288219191,UD. Silvi Tunggul,Pendidikan,0,1,4478418.778,8176422,Website Sendiri,1005,Belum Terdaftar,2017,1856574,174000000,655
288219192,UD. Mira Padi Kanza,Pendidikan,1,2,5019288.297,5539586,Bukalapak,113,Belum Terdaftar,2022,1185652,213000000,998
288219193,UD. Agus Agastya,Perdagangan,0,1,8916462.281,10765471,Shopee,1347,Belum Terdaftar,2004,1511683,387000000,628
288219194,UD. Nina Wicaksana,Pendidikan,1,2,9314025.017,3987428,Tokopedia,50,Belum Terdaftar,2010,2799598,273000000,62
288219195,UD. Zainab Praja,Perdagangan,0,1,1398797.644,6366446,Website Sendiri,865,Belum Terdaftar,2015,714581,363000000,757
288219196,UD. Hana Nusa,Pendidikan,1,1,5029641.947,7168775,Shopee,1335,Belum Terdaftar,2023,2166374,384000000,134
288219197,UD. Winda Bahari Icha,Jasa,2,1,5513153.857,10476619,Bukalapak,1253,Belum Terdaftar,2016,-118988,198000000,764
288219198,UD. Marsel Naraya,Pendidikan,1,3,1000000,4161924,Website Sendiri,316,Belum Terdaftar,2024,-482229,444000000,293
288219199,UD. Maudy Padi,Jasa,3,4,14944054.02,12763401,Tokopedia,469,Belum Terdaftar,2011,-2339585,579000000,739
288219200,UD. Sella Adiwarna,Pendidikan,0,1,11113724.06,7160074,Lazada,50,Belum Terdaftar,2024,1314884,390000000,357
288219201,UD. Oki Cahaya,Perdagangan,1,2,1000000,5532316,Lazada,489,Belum Terdaftar,2023,81942,246000000,150
288219202,UD. Deni Anindita,Jasa,2,3,3597565.276,3553938,Shopee,50,Belum Terdaftar,2012,284441,183000000,210
288219203,UD. Widi Nirwasita,Pendidikan,3,5,15305567.11,13015609,Lazada,441,Terdaftar,2014,2876909,144000000,656
288219204,UD. Gerry Sulaksana,Pendidikan,1,0,15335113.46,10528412,Website Sendiri,50,Belum Terdaftar,2023,1576925,,246
288219205,UD. Lukita Satria,Jasa,3,4,12165717.36,12876701,Lazada,336,Belum Terdaftar,2010,2537126,369000000,437
288219206,UD. Aldo Wibawa Ujang,Jasa,2,3,7924784.493,8813478,Tokopedia,623,Belum Terdaftar,2021,290041,510000000,733
288219207,UD. Chika Suci,Pendidikan,1,3,7478247.458,10332537,Lazada,812,Belum Terdaftar,2007,1133326,390000000,754
288219208,UD. Tari Anugerah,Jasa,1,1,5803991.364,3826135,Bukalapak,50,Belum Terdaftar,2020,165035,204000000,970
288219209,UD. Tania Wangi,Jasa,1,0,4833928.953,5138176,Lazada,785,Belum Terdaftar,2024,1677910,480000000,788
288219210,UD. Wenda Arya,Perdagangan,0,1,7604791.359,6398703,Bukalapak,241,Terdaftar,2024,2179759,378000000,435
288219211,UD. Jafar Trisaktiatma,Jasa,3,5,18293035.93,13778390,Website Sendiri,123,Terdaftar,2016,3898073,123000000,305
288219212,UD. Willy Indah,Perdagangan,2,1,10945255.36,12700434,Shopee,749,Terdaftar,2013,10441,309000000,59
288219213,UD. Pasha Adikara Ilmi,Jasa,3,2,4056960.031,13488209,Tokopedia,1827,Belum Terdaftar,2008,1711363,438000000,172
288219214,UD. Uli Makmur,Pendidikan,4,4,10205762.53,13994025,Shopee,923,Belum Terdaftar,2000,3385213,300000000,906
288219215,UD. Amir Adhi,Jasa,4,3,9176484.004,6415368,Lazada,211,Belum Terdaftar,2011,1507325,228000000,321
288219216,UD. Yani Sukadarma Qisya,Perdagangan,2,4,10638742.18,8162869,Lazada,50,Belum Terdaftar,2021,417082,279000000,716
288219217,UD. Chiko Siang,Pendidikan,4,5,13997276.46,13006027,Tokopedia,822,Belum Terdaftar,2000,2303592,264000000,382
288219218,UD. Iqra Tunggul,Pendidikan,1,1,9156295.557,10946963,Lazada,871,Belum Terdaftar,2010,1687429,408000000,264
288219219,UD. Najwa Segar,Jasa,2,2,13437940.76,10225361,Bukalapak,229,Belum Terdaftar,2021,3319819,450000000,569
288219220,UD. Olivia Sanjaya,Jasa,3,6,21778149.11,13017012,Shopee,50,Terdaftar,2023,2480092,21000000,18
288219221,UD. Nazar Jagadmaya Icha,Perdagangan,1,3,17971250.81,12766307,Lazada,339,Belum Terdaftar,2004,3307523,,935
288219222,UD. Mirna Pramudita,Perdagangan,5,5,6154257.49,9477472,Website Sendiri,1191,Belum Terdaftar,2003,3186226,336000000,798
288219223,UD. Karla Tejakencana,Jasa,3,2,1000000,7480918,Bukalapak,1192,Belum Terdaftar,2011,-215006,378000000,281
288219224,UD. Ony Wijaksana,Perdagangan,2,3,17689728.92,14291714,Website Sendiri,506,Belum Terdaftar,2003,1498508,306000000,880
288219225,UD. Anang Mandala,Jasa,2,2,7154725.448,9664364,Tokopedia,877,Belum Terdaftar,2011,1974823,249000000,695
288219226,UD. Oki Mulya,Pendidikan,2,3,13755689.26,7782849,Website Sendiri,50,Belum Terdaftar,2021,1347435,480000000,660
288219227,UD. Abel Saputra Jasmin,Jasa,0,1,4427469.27,6964321,Bukalapak,961,Belum Terdaftar,2009,1422272,345000000,549
288219228,UD. Yani Asmaralaya,Perdagangan,1,0,6466122.435,5587019,Lazada,469,Belum Terdaftar,2016,2236560,291000000,862
288219229,UD. Lono Adyatma,Jasa,1,0,1133031.767,5601886,Website Sendiri,632,Belum Terdaftar,2023,-701445,276000000,438
288219230,UD. Diyan Wijaksana,Perdagangan,4,2,10840862.62,7459215,Tokopedia,50,Belum Terdaftar,2006,-139658,195000000,960
288219231,UD. Abdi Prima,Pendidikan,2,3,7455694.95,9499962,Lazada,989,Belum Terdaftar,2016,1723271,177000000,697
288219232,UD. Celsi Prabawa,Jasa,1,1,1448921.401,4508444,Website Sendiri,294,Belum Terdaftar,2020,-325114,378000000,566
288219233,UD. Ulya Kinarya,Pendidikan,1,3,1136138.756,4639125,Bukalapak,629,Belum Terdaftar,2018,-12873,129000000,468
288219234,UD. Eka Resmi,Perdagangan,4,2,8945956.978,9538406,Bukalapak,1035,Belum Terdaftar,2000,3793800,384000000,546
288219235,UD. Halim Widuri,Pendidikan,2,3,14709142.89,14615981,Shopee,1013,Terdaftar,2018,4559466,198000000,298
288219236,UD. Mila Sukarela,Pendidikan,1,2,9960235.628,8949325,Website Sendiri,319,Belum Terdaftar,2024,-1391796,444000000,673
288219237,UD. Gita Setia,Perdagangan,1,0,1000000,3518477,Lazada,544,Belum Terdaftar,2022,357512,480000000,320
288219238,UD. Jasmin Wangi,Jasa,2,4,13808901.88,11965202,Lazada,849,Terdaftar,2010,4210482,102000000,749
288219239,UD. Zaki Mayang,Pendidikan,0,1,15436297.95,10513653,Bukalapak,266,Belum Terdaftar,2020,3366067,225000000,174
288219240,UD. Sani Santosa Nazar,Jasa,2,4,14766053.68,12320628,Shopee,283,Belum Terdaftar,2015,-1196991,393000000,917
